batch_id,crop_type,variety,origin_region,harvest_datetime,harvest_weight_kg,initial_quality_score,harvest_temperature_c,harvest_conditions,field_precooled
BAT-000752,tomatoes,Rio Grande,South,2024-07-27 12:15:00,6150.9,94.4,26.7,Optimal Dry,False
BAT-000753,apples,Fuji,North,2024-09-23 08:15:00,8935.9,90.4,12.8,Humid,False
BAT-000754,table_grapes,Muscat de Hamburg,South,2024-10-21 06:45:00,7296.8,90.7,1.2,Humid,True
BAT-000755,apples,Granny Smith,North,2024-09-27 14:15:00,9733.4,88.0,27.3,Optimal Dry,False
BAT-000756,plums,Stanley,Centre,2024-09-24 08:00:00,4877.5,91.0,14.3,Optimal Dry,True
BAT-000757,table_grapes,Codreanca,South,2024-10-18 06:45:00,7307.1,89.0,2.4,Humid,False
BAT-000758,plums,President,North,2024-10-03 10:30:00,3090.3,98.0,15.1,Optimal Dry,False
BAT-000759,apples,Idared,Centre,2024-08-27 13:45:00,8637.1,91.4,30.3,Hot / Sun-Exposed,False
BAT-000760,tomatoes,Primadonna,Centre,2024-09-10 08:45:00,6777.1,88.2,19.0,Optimal Dry,False
BAT-000761,apples,Gala,North,2024-09-21 14:00:00,12061.7,83.2,22.9,Optimal Dry,True
BAT-000762,table_grapes,Muscat de Hamburg,South,2024-09-20 11:00:00,4318.1,85.1,17.2,Optimal Dry,False
BAT-000763,apples,Jonagold,North,2024-10-10 13:30:00,12532.3,89.7,19.4,Optimal Dry,True
BAT-000764,apples,Golden Delicious,North,2024-10-05 11:15:00,10350.2,88.6,18.4,Humid,False
BAT-000765,apples,Gala,Centre,2024-09-23 09:15:00,7583.7,91.2,17.0,Optimal Dry,True
BAT-000766,plums,Kabardinka,South,2024-08-07 08:30:00,8861.2,86.1,18.7,Optimal Dry,True
BAT-000767,tomatoes,Cherry,Centre,2024-10-10 09:15:00,5450.4,85.9,14.9,Humid,False
BAT-000768,plums,Kabardinka,Centre,2024-10-02 06:15:00,8604.8,91.9,9.2,Humid,False
BAT-000769,apples,Idared,North,2024-08-21 14:30:00,14553.9,94.8,34.4,Hot / Sun-Exposed,True
BAT-000770,apples,Golden Delicious,South,2024-10-07 12:30:00,12763.5,98.2,15.5,Optimal Dry,False
BAT-000771,apples,Jonagold,North,2024-08-20 07:30:00,6001.2,91.7,23.7,Optimal Dry,True
BAT-000772,apples,Fuji,Centre,2024-10-10 09:45:00,12285.7,96.8,15.2,Humid,False
BAT-000773,apples,Fuji,North,2024-09-22 09:45:00,9148.7,86.1,17.2,Optimal Dry,True
BAT-000774,tomatoes,Bobcat,Centre,2024-07-08 13:00:00,3743.3,83.1,31.4,Hot / Sun-Exposed,True
BAT-000775,apples,Granny Smith,North,2024-09-23 07:15:00,11255.6,90.1,11.2,Humid,False
BAT-000776,apples,Golden Delicious,North,2024-09-28 07:15:00,7370.5,84.9,16.7,Optimal Dry,False
BAT-000777,apples,Golden Delicious,North,2024-08-30 07:15:00,7381.7,87.4,21.5,Optimal Dry,False
BAT-000778,plums,Stanley,Centre,2024-08-11 12:45:00,7056.9,90.5,29.0,Hot / Sun-Exposed,True
BAT-000779,plums,President,Centre,2024-10-10 10:00:00,3693.9,89.3,15.2,Humid,True
BAT-000780,tomatoes,Bobcat,Centre,2024-10-06 13:15:00,3024.2,82.6,19.4,Post-Rain,False
BAT-000781,apples,Gala,Centre,2024-08-25 12:30:00,14460.5,99.0,30.1,Hot / Sun-Exposed,False
BAT-000782,table_grapes,Moldova,South,2024-09-13 12:30:00,5982.0,89.6,25.5,Optimal Dry,False
BAT-000783,apples,Jonagold,North,2024-10-13 07:30:00,4607.2,90.9,5.4,Humid,True
BAT-000784,apples,Golden Delicious,North,2024-09-06 12:15:00,14253.9,95.6,26.4,Optimal Dry,True
BAT-000785,table_grapes,Codreanca,South,2024-10-24 11:15:00,4003.2,96.5,11.1,Optimal Dry,True
BAT-000786,plums,Stanley,Centre,2024-09-15 10:45:00,8491.1,97.0,16.3,Post-Rain,False
BAT-000787,plums,Stanley,Centre,2024-09-22 13:45:00,8325.3,83.3,23.4,Optimal Dry,True
BAT-000788,apples,Golden Delicious,North,2024-09-19 06:15:00,10439.6,96.4,13.3,Post-Rain,False
BAT-000789,apples,Granny Smith,North,2024-09-18 11:30:00,12529.8,95.3,21.7,Optimal Dry,True
BAT-000790,apples,Idared,North,2024-09-22 12:30:00,9318.4,88.4,21.5,Optimal Dry,True
BAT-000791,strawberries,Marmolada,Centre,2024-05-26 09:15:00,929.3,96.4,19.5,Optimal Dry,False
BAT-000792,pears,Williams,Centre,2024-10-09 10:45:00,10323.3,83.6,17.4,Optimal Dry,False
BAT-000793,strawberries,Marmolada,Centre,2024-05-31 09:45:00,1145.7,88.0,21.6,Optimal Dry,False
BAT-000794,plums,Stanley,Centre,2024-09-30 10:15:00,2738.0,94.2,14.1,Optimal Dry,True
BAT-000795,apples,Idared,Centre,2024-08-24 12:30:00,6175.6,89.7,26.3,Optimal Dry,True
BAT-000796,apples,Jonagold,North,2024-10-06 10:00:00,5444.4,82.6,16.3,Humid,True
BAT-000797,tomatoes,Rio Grande,Centre,2024-07-21 08:00:00,2212.2,83.7,24.0,Optimal Dry,True
BAT-000798,apples,Fuji,North,2024-10-14 10:15:00,13425.3,81.7,11.2,Optimal Dry,False
BAT-000799,table_grapes,Codreanca,South,2024-09-06 06:45:00,4106.3,87.4,17.8,Post-Rain,True
BAT-000800,tomatoes,Cherry,Centre,2024-08-01 09:15:00,4263.9,93.4,23.9,Optimal Dry,True
BAT-000801,plums,Anna Späth,North,2024-08-23 08:30:00,2915.2,89.8,18.4,Optimal Dry,False
BAT-000802,apples,Granny Smith,North,2024-09-13 12:00:00,12614.6,93.7,24.8,Optimal Dry,False
BAT-000803,raspberries,Glen Ample,North,2024-06-15 06:15:00,609.0,96.2,15.9,Optimal Dry,True
BAT-000804,plums,Anna Späth,Centre,2024-09-22 08:00:00,2629.3,96.6,13.3,Optimal Dry,True
BAT-000805,apples,Gala,North,2024-08-26 08:15:00,7255.3,96.7,23.9,Optimal Dry,True
BAT-000806,apples,Idared,North,2024-09-17 07:30:00,7280.5,96.9,17.3,Optimal Dry,True
BAT-000807,tomatoes,Cherry,Centre,2024-09-22 13:45:00,6355.1,99.0,23.4,Optimal Dry,False
BAT-000808,table_grapes,Codreanca,Centre,2024-10-07 10:30:00,6634.7,92.9,13.3,Optimal Dry,False
BAT-000809,pears,Abate Fetel,South,2024-08-25 09:00:00,3660.3,86.2,23.9,Optimal Dry,True
BAT-000810,table_grapes,Moldova,South,2024-10-13 08:45:00,3979.7,91.1,9.4,Optimal Dry,False
BAT-000811,tomatoes,Cherry,Centre,2024-09-01 09:15:00,5336.2,79.5,23.8,Optimal Dry,False
BAT-000812,apples,Golden Delicious,Centre,2024-09-23 07:30:00,9170.9,86.4,14.0,Optimal Dry,True
BAT-000813,apples,Jonagold,North,2024-09-13 06:00:00,4708.9,90.3,15.7,Humid,True
BAT-000814,apples,Golden Delicious,North,2024-08-28 10:15:00,7876.6,90.7,25.7,Optimal Dry,False
BAT-000815,pears,Conference,South,2024-08-25 10:45:00,11108.3,90.3,28.5,Hot / Sun-Exposed,False
BAT-000816,plums,Kabardinka,Centre,2024-09-03 12:45:00,9760.9,87.4,28.9,Hot / Sun-Exposed,False
BAT-000817,tomatoes,Bobcat,Centre,2024-08-30 14:15:00,5522.0,88.3,30.3,Hot / Sun-Exposed,False
BAT-000818,table_grapes,Codreanca,South,2024-10-18 14:45:00,5678.2,96.9,12.2,Optimal Dry,True
BAT-000819,plums,Stanley,Centre,2024-10-06 10:15:00,4701.9,94.2,17.4,Humid,True
BAT-000820,apples,Fuji,North,2024-09-12 11:30:00,13733.9,86.3,23.1,Optimal Dry,True
BAT-000821,apples,Idared,North,2024-10-12 08:00:00,7812.1,85.4,12.0,Humid,True
BAT-000822,raspberries,Heritage,North,2024-08-14 14:30:00,751.0,87.4,27.6,Optimal Dry,False
BAT-000823,table_grapes,Codreanca,Centre,2024-09-09 08:00:00,3893.3,92.6,14.9,Optimal Dry,False
BAT-000824,plums,President,North,2024-09-15 12:15:00,2807.3,88.6,16.3,Humid,True
BAT-000825,table_grapes,Victoria,South,2024-10-12 07:30:00,7673.4,99.0,13.7,Optimal Dry,True
BAT-000826,apples,Idared,North,2024-10-20 08:45:00,10515.6,90.9,2.0,Humid,True
BAT-000827,apples,Granny Smith,North,2024-10-06 14:00:00,12648.3,91.3,20.0,Optimal Dry,False
BAT-000828,table_grapes,Moldova,Centre,2024-10-23 13:00:00,4526.7,84.9,15.6,Optimal Dry,True
BAT-000829,raspberries,Novokitaevskaya,North,2024-08-03 09:45:00,580.4,96.3,26.4,Optimal Dry,False
BAT-000830,apples,Idared,North,2024-10-11 14:45:00,8442.7,85.8,24.3,Optimal Dry,False
BAT-000831,raspberries,Polana,North,2024-07-05 09:45:00,783.0,85.4,22.5,Optimal Dry,False
BAT-000832,apricots,Spring Blush,Centre,2024-07-24 08:15:00,5848.2,91.4,22.5,Optimal Dry,False
BAT-000833,raspberries,Novokitaevskaya,North,2024-06-22 06:15:00,1450.3,95.2,17.1,Optimal Dry,False
BAT-000834,plums,Kabardinka,Centre,2024-08-06 09:00:00,4116.9,85.8,20.7,Optimal Dry,False
BAT-000835,apples,Fuji,North,2024-10-03 10:45:00,8696.3,99.0,17.2,Optimal Dry,True
BAT-000836,plums,Anna Späth,North,2024-08-18 12:00:00,4702.3,89.9,31.4,Hot / Sun-Exposed,False
BAT-000837,pears,Ksenia,North,2024-08-25 13:30:00,6804.7,96.0,32.4,Hot / Sun-Exposed,False
BAT-000838,pears,Abate Fetel,South,2024-09-08 07:15:00,4296.1,93.9,13.4,Optimal Dry,False
BAT-000839,table_grapes,Muscat de Hamburg,Centre,2024-10-15 06:00:00,6977.2,88.2,5.5,Humid,True
BAT-000840,apples,Granny Smith,North,2024-09-16 12:15:00,11543.5,94.1,19.3,Optimal Dry,True
BAT-000841,apples,Fuji,Centre,2024-09-18 11:00:00,9588.6,94.2,21.1,Optimal Dry,False
BAT-000842,raspberries,Polana,North,2024-07-28 08:00:00,1163.3,93.3,21.6,Optimal Dry,False
BAT-000843,plums,Stanley,North,2024-09-06 08:00:00,3055.5,86.6,18.7,Optimal Dry,False
BAT-000844,apples,Idared,North,2024-09-30 08:15:00,9907.4,90.4,11.2,Optimal Dry,False
BAT-000845,apples,Idared,North,2024-10-03 09:15:00,6667.6,97.1,12.8,Optimal Dry,False
BAT-000846,strawberries,Asia,North,2024-05-28 08:15:00,2784.8,96.2,16.8,Optimal Dry,True
BAT-000847,raspberries,Glen Ample,Centre,2024-07-27 08:00:00,1482.9,89.1,19.6,Humid,False
BAT-000848,table_grapes,Codreanca,Centre,2024-09-18 07:00:00,6888.1,84.5,14.5,Optimal Dry,False
BAT-000849,table_grapes,Muscat de Hamburg,South,2024-10-17 07:00:00,6584.8,99.0,6.3,Optimal Dry,False
BAT-000850,apples,Fuji,North,2024-09-23 06:45:00,13886.3,87.7,11.2,Humid,False
BAT-000851,table_grapes,Victoria,Centre,2024-09-06 08:45:00,3948.9,93.2,20.1,Optimal Dry,False
BAT-000852,tomatoes,Rio Grande,Centre,2024-08-09 08:00:00,2099.7,91.1,22.4,Optimal Dry,True
BAT-000853,apricots,Spring Blush,Centre,2024-07-07 06:45:00,4257.3,98.2,19.4,Optimal Dry,True
BAT-000854,table_grapes,Codreanca,South,2024-09-22 10:30:00,5337.7,97.4,17.8,Optimal Dry,False
BAT-000855,table_grapes,Codreanca,South,2024-09-03 10:30:00,6470.6,90.2,26.0,Optimal Dry,True
BAT-000856,plums,Kabardinka,North,2024-08-06 13:15:00,9749.9,89.1,21.5,Optimal Dry,False
BAT-000857,plums,Stanley,Centre,2024-09-11 07:45:00,8410.8,94.6,17.5,Humid,False
BAT-000858,table_grapes,Victoria,South,2024-10-03 10:15:00,5803.5,86.8,15.5,Optimal Dry,False
BAT-000859,apples,Golden Delicious,North,2024-09-11 09:00:00,7532.5,97.2,20.5,Optimal Dry,False
BAT-000860,plums,Stanley,Centre,2024-08-18 13:15:00,5639.2,85.3,32.5,Hot / Sun-Exposed,False
BAT-000861,table_grapes,Victoria,South,2024-09-03 08:45:00,6668.6,92.7,23.8,Optimal Dry,True
BAT-000862,apples,Gala,North,2024-09-20 09:00:00,12623.2,89.3,13.0,Optimal Dry,True
BAT-000863,apples,Fuji,Centre,2024-09-01 12:00:00,13143.8,97.5,29.1,Hot / Sun-Exposed,False
BAT-000864,plums,Anna Späth,Centre,2024-08-31 10:30:00,3577.3,99.0,25.8,Optimal Dry,True
BAT-000865,table_grapes,Victoria,South,2024-10-21 12:00:00,7283.1,81.7,11.0,Optimal Dry,True
BAT-000866,apples,Idared,North,2024-09-25 13:45:00,8178.2,91.4,24.3,Optimal Dry,True
BAT-000867,apples,Idared,North,2024-08-22 13:45:00,11227.5,85.5,28.8,Hot / Sun-Exposed,True
BAT-000868,apples,Golden Delicious,North,2024-09-20 14:45:00,11963.3,89.5,21.8,Optimal Dry,True
BAT-000869,plums,Stanley,Centre,2024-08-12 14:30:00,6025.0,93.8,27.9,Optimal Dry,False
BAT-000870,apples,Gala,North,2024-10-08 13:15:00,5093.9,85.6,18.2,Optimal Dry,True
BAT-000871,table_grapes,Victoria,South,2024-10-17 12:45:00,6817.2,85.5,9.8,Optimal Dry,False
BAT-000872,plums,Stanley,Centre,2024-08-01 11:45:00,5585.8,88.8,28.3,Hot / Sun-Exposed,False
BAT-000873,table_grapes,Codreanca,South,2024-09-23 09:30:00,7471.9,93.2,18.6,Optimal Dry,False
BAT-000874,tomatoes,Bobcat,North,2024-08-06 06:00:00,5080.6,91.1,17.4,Optimal Dry,False
BAT-000875,raspberries,Polana,North,2024-08-19 06:00:00,1893.1,92.1,20.2,Optimal Dry,False
BAT-000876,plums,Stanley,Centre,2024-08-03 11:15:00,5800.0,93.9,27.6,Optimal Dry,False
BAT-000877,apples,Idared,North,2024-09-21 09:00:00,5259.9,90.5,15.0,Optimal Dry,True
BAT-000878,apples,Granny Smith,North,2024-10-25 08:45:00,6791.3,93.3,4.3,Humid,True
BAT-000879,tomatoes,Rio Grande,South,2024-10-08 07:30:00,4054.4,95.9,9.4,Humid,False
BAT-000880,apples,Fuji,North,2024-08-26 12:00:00,7801.0,86.9,33.1,Hot / Sun-Exposed,False
BAT-000881,plums,Kabardinka,Centre,2024-09-07 09:45:00,3216.7,84.1,20.9,Optimal Dry,True
BAT-000882,plums,Kabardinka,Centre,2024-09-10 14:45:00,6573.4,93.0,25.7,Optimal Dry,True
BAT-000883,pears,Conference,South,2024-10-05 11:00:00,5006.0,99.0,19.9,Humid,False
BAT-000884,plums,Anna Späth,Centre,2024-09-09 10:15:00,4740.1,94.2,20.6,Optimal Dry,True
BAT-000885,table_grapes,Codreanca,Centre,2024-10-01 11:45:00,2639.5,94.4,13.7,Optimal Dry,False
BAT-000886,apricots,Nadejda,Centre,2024-06-30 08:15:00,5174.8,89.5,24.0,Optimal Dry,False
BAT-000887,tomatoes,Cherry,South,2024-09-16 11:30:00,2569.1,93.2,19.7,Optimal Dry,False
BAT-000888,apples,Jonagold,North,2024-09-08 12:00:00,9034.4,90.2,24.4,Optimal Dry,True
BAT-000889,plums,Kabardinka,North,2024-09-01 08:30:00,7093.1,92.0,21.9,Optimal Dry,False
BAT-000890,apples,Golden Delicious,Centre,2024-09-20 09:30:00,13877.3,89.8,15.8,Optimal Dry,False
BAT-000891,plums,President,North,2024-08-03 11:00:00,3808.9,89.8,26.6,Optimal Dry,True
BAT-000892,apples,Gala,North,2024-08-29 13:15:00,4332.1,90.7,28.4,Hot / Sun-Exposed,True
BAT-000893,apples,Granny Smith,North,2024-10-01 12:30:00,13820.9,91.7,10.7,Humid,False
BAT-000894,plums,Stanley,Centre,2024-09-16 08:30:00,7999.3,91.0,17.2,Optimal Dry,True
BAT-000895,apples,Idared,North,2024-10-13 09:00:00,13644.0,93.1,7.2,Humid,False
BAT-000896,plums,Stanley,North,2024-08-31 10:30:00,9327.7,96.9,25.9,Optimal Dry,True
BAT-000897,plums,Stanley,North,2024-08-07 11:45:00,4523.6,97.9,24.9,Optimal Dry,True
BAT-000898,apples,Granny Smith,North,2024-09-01 06:00:00,12160.2,92.3,21.4,Optimal Dry,False
BAT-000899,tomatoes,Cherry,South,2024-07-26 14:15:00,3435.6,95.0,26.3,Optimal Dry,False
BAT-000900,table_grapes,Muscat de Hamburg,South,2024-10-16 12:30:00,4735.5,83.2,11.6,Optimal Dry,False
BAT-000901,apples,Fuji,North,2025-10-14 11:00:00,9250.7,89.5,9.4,Optimal Dry,False
BAT-000902,apricots,Spring Blush,Centre,2025-07-27 09:15:00,5178.4,89.2,26.6,Optimal Dry,True
BAT-000903,apples,Idared,North,2025-09-19 07:45:00,4674.2,86.0,11.5,Optimal Dry,False
BAT-000904,table_grapes,Victoria,Centre,2025-09-13 14:00:00,7158.3,88.4,25.8,Optimal Dry,False
BAT-000905,table_grapes,Moldova,South,2025-09-10 10:45:00,4207.2,86.4,24.3,Optimal Dry,False
BAT-000906,tomatoes,Primadonna,South,2025-07-23 13:30:00,4646.6,88.8,31.9,Hot / Sun-Exposed,False
BAT-000907,raspberries,Polana,North,2025-06-17 07:15:00,1086.7,94.7,17.5,Optimal Dry,True
BAT-000908,apples,Idared,North,2025-10-02 13:45:00,11702.3,97.2,9.2,Optimal Dry,True
BAT-000909,apples,Jonagold,North,2025-10-13 14:45:00,7770.4,85.5,12.0,Optimal Dry,False
BAT-000910,table_grapes,Moldova,Centre,2025-10-21 12:45:00,5266.5,92.0,11.3,Optimal Dry,False
BAT-000911,table_grapes,Codreanca,Centre,2025-09-21 06:00:00,4656.8,88.6,12.7,Humid,False
BAT-000912,apples,Golden Delicious,Centre,2025-10-12 10:00:00,8898.4,93.2,11.8,Humid,False
BAT-000913,apricots,Nadejda,Centre,2025-06-23 08:30:00,2654.7,92.2,18.0,Optimal Dry,True
BAT-000914,plums,Kabardinka,North,2025-09-18 12:15:00,9553.2,99.0,17.4,Optimal Dry,True
BAT-000915,raspberries,Heritage,North,2025-08-23 09:45:00,1173.8,89.9,18.0,Optimal Dry,False
BAT-000916,tomatoes,Rio Grande,Centre,2025-08-20 10:00:00,4645.9,93.8,21.2,Optimal Dry,False
BAT-000917,plums,Kabardinka,Centre,2025-09-07 07:00:00,3194.8,93.4,15.6,Optimal Dry,False
BAT-000918,apples,Granny Smith,North,2025-10-09 07:15:00,13296.9,89.8,10.6,Humid,False
BAT-000919,apples,Jonagold,Centre,2025-10-23 11:15:00,13646.5,99.0,13.9,Optimal Dry,False
BAT-000920,raspberries,Novokitaevskaya,North,2025-06-28 09:15:00,1525.5,85.6,20.9,Optimal Dry,False
BAT-000921,apples,Gala,North,2025-10-13 08:30:00,12876.6,90.6,10.2,Humid,False
BAT-000922,table_grapes,Victoria,South,2025-10-22 08:15:00,4820.6,93.4,8.9,Humid,True
BAT-000923,apples,Golden Delicious,North,2025-10-21 08:00:00,7983.4,89.3,0.9,Humid,True
BAT-000924,apples,Fuji,North,2025-09-20 06:15:00,5675.7,95.7,15.3,Humid,True
BAT-000925,apples,Granny Smith,North,2025-10-01 08:45:00,5886.8,84.1,5.5,Humid,True
BAT-000926,apples,Granny Smith,North,2025-10-01 06:45:00,8758.3,88.7,5.4,Humid,True
BAT-000927,pears,Abate Fetel,Centre,2025-08-24 10:00:00,10920.1,93.2,19.9,Optimal Dry,False
BAT-000928,table_grapes,Muscat de Hamburg,South,2025-10-15 06:30:00,5507.6,91.3,5.9,Humid,True
BAT-000929,table_grapes,Moldova,Centre,2025-09-17 14:00:00,3087.7,94.1,15.7,Post-Rain,False
BAT-000930,plums,Anna Späth,North,2025-10-05 14:30:00,5347.0,89.3,15.1,Optimal Dry,True
BAT-000931,apples,Gala,North,2025-09-23 14:15:00,12607.8,86.0,23.7,Optimal Dry,False
BAT-000932,apples,Golden Delicious,North,2025-10-17 08:15:00,13916.8,89.6,5.3,Humid,True
BAT-000933,apples,Gala,North,2025-09-27 12:45:00,7343.6,89.4,14.8,Optimal Dry,False
BAT-000934,table_grapes,Victoria,Centre,2025-10-08 12:15:00,3394.0,93.3,12.7,Humid,False
BAT-000935,table_grapes,Victoria,South,2025-09-29 14:15:00,7192.4,93.4,17.3,Optimal Dry,False
BAT-000936,tomatoes,Primadonna,South,2025-07-27 13:45:00,2938.2,89.9,36.0,Hot / Sun-Exposed,False
BAT-000937,apples,Gala,Centre,2025-10-11 13:45:00,13345.8,96.1,10.3,Optimal Dry,False
BAT-000938,tomatoes,Cherry,Centre,2025-08-04 08:30:00,3897.0,96.4,21.9,Optimal Dry,True
BAT-000939,apricots,Kioto,North,2025-07-04 09:45:00,2079.4,94.6,27.0,Optimal Dry,False
BAT-000940,apples,Golden Delicious,North,2025-09-28 10:30:00,7875.2,96.7,10.8,Optimal Dry,False
BAT-000941,pears,Williams,South,2025-09-10 08:15:00,7460.0,89.7,18.8,Optimal Dry,True
BAT-000942,plums,Stanley,South,2025-08-04 09:15:00,4623.7,88.8,24.0,Optimal Dry,True
BAT-000943,apples,Golden Delicious,Centre,2025-09-10 13:15:00,5987.0,95.8,24.4,Optimal Dry,True
BAT-000944,table_grapes,Moldova,South,2025-10-14 14:45:00,5689.2,98.9,14.8,Optimal Dry,False
BAT-000945,tomatoes,Primadonna,North,2025-07-10 07:30:00,2081.9,94.0,18.0,Humid,True
BAT-000946,table_grapes,Muscat de Hamburg,South,2025-10-24 07:00:00,5364.5,86.7,14.7,Humid,False
BAT-000947,table_grapes,Victoria,Centre,2025-10-13 12:15:00,6743.4,90.9,10.9,Optimal Dry,True
BAT-000948,table_grapes,Victoria,Centre,2025-09-09 09:00:00,3302.8,90.4,19.7,Optimal Dry,False
BAT-000949,plums,Anna Späth,Centre,2025-09-04 06:15:00,7254.3,87.1,16.2,Optimal Dry,False
BAT-000950,table_grapes,Codreanca,Centre,2025-10-20 14:30:00,5058.7,91.4,8.8,Optimal Dry,False
BAT-000951,plums,Kabardinka,North,2025-08-12 11:45:00,6957.0,95.6,22.2,Optimal Dry,True
BAT-000952,apples,Jonagold,North,2025-09-25 06:00:00,8076.1,96.7,11.0,Optimal Dry,False
BAT-000953,apples,Jonagold,North,2025-09-25 07:15:00,12126.2,90.4,10.6,Optimal Dry,False
BAT-000954,apricots,Kioto,North,2025-07-09 10:15:00,4740.0,89.0,25.8,Optimal Dry,False
BAT-000955,plums,President,Centre,2025-10-05 14:45:00,3302.9,87.2,15.8,Optimal Dry,True
BAT-000956,apples,Gala,North,2025-09-07 10:30:00,5548.8,88.6,20.3,Optimal Dry,False
BAT-000957,apples,Idared,North,2025-08-29 07:30:00,5128.8,93.8,16.9,Optimal Dry,True
BAT-000958,apples,Golden Delicious,North,2025-08-24 06:30:00,10533.5,88.8,12.3,Humid,True
BAT-000959,table_grapes,Moldova,South,2025-10-21 09:00:00,6119.0,89.1,3.1,Optimal Dry,True
BAT-000960,plums,Anna Späth,Centre,2025-08-30 13:30:00,3350.8,89.6,31.3,Hot / Sun-Exposed,False
BAT-000961,table_grapes,Muscat de Hamburg,Centre,2025-09-27 06:00:00,7431.7,93.4,5.0,Optimal Dry,False
BAT-000962,apples,Idared,North,2025-09-03 12:45:00,9289.9,90.3,27.2,Optimal Dry,False
BAT-000963,apples,Gala,North,2025-09-17 06:00:00,4592.9,90.9,13.5,Post-Rain,False
BAT-000964,apples,Golden Delicious,North,2025-08-21 14:30:00,4713.5,88.8,28.6,Hot / Sun-Exposed,False
BAT-000965,table_grapes,Muscat de Hamburg,South,2025-09-15 08:15:00,4688.9,90.2,13.2,Humid,False
BAT-000966,apricots,Kioto,North,2025-07-10 11:15:00,4989.8,95.5,21.9,Optimal Dry,False
BAT-000967,apples,Golden Delicious,North,2025-10-22 14:30:00,5671.5,85.5,14.1,Optimal Dry,False
BAT-000968,apples,Idared,North,2025-09-29 10:00:00,9993.9,82.5,11.9,Optimal Dry,True
BAT-000969,table_grapes,Muscat de Hamburg,Centre,2025-10-06 07:45:00,3649.6,99.0,10.0,Post-Rain,False
BAT-000970,strawberries,Alba,Centre,2025-06-25 09:15:00,1489.1,91.9,22.7,Optimal Dry,False
BAT-000971,table_grapes,Moldova,South,2025-10-22 11:00:00,7949.4,93.9,15.1,Optimal Dry,True
BAT-000972,apples,Jonagold,North,2025-09-14 09:45:00,11180.4,89.4,17.8,Optimal Dry,False
BAT-000973,table_grapes,Codreanca,South,2025-10-14 14:30:00,6111.4,96.6,14.6,Optimal Dry,True
BAT-000974,apples,Gala,North,2025-09-08 06:30:00,10802.6,89.4,14.1,Optimal Dry,True
BAT-000975,tomatoes,Bobcat,South,2025-08-09 08:00:00,3991.5,94.8,19.5,Optimal Dry,True
BAT-000976,apples,Jonagold,North,2025-09-16 13:30:00,14136.7,91.0,21.7,Optimal Dry,False
BAT-000977,tomatoes,Cherry,South,2025-09-04 10:15:00,4793.8,88.6,24.9,Optimal Dry,True
BAT-000978,plums,Anna Späth,North,2025-08-24 13:45:00,6281.2,88.4,15.2,Optimal Dry,True
BAT-000979,table_grapes,Codreanca,South,2025-09-15 08:00:00,6048.1,93.2,13.2,Humid,True
BAT-000980,tomatoes,Bobcat,North,2025-07-12 12:00:00,3851.8,96.5,23.7,Optimal Dry,False
BAT-000981,apples,Granny Smith,North,2025-10-09 14:30:00,14285.8,93.8,12.3,Humid,True
BAT-000982,pears,Conference,North,2025-08-30 09:00:00,9914.5,87.5,20.8,Optimal Dry,False
BAT-000983,apples,Granny Smith,North,2025-09-09 09:15:00,6090.9,90.1,18.8,Optimal Dry,False
BAT-000984,tomatoes,Cherry,Centre,2025-09-27 10:45:00,4496.9,92.6,13.0,Optimal Dry,False
BAT-000985,apples,Idared,North,2025-09-11 11:30:00,11330.0,87.5,22.7,Optimal Dry,True
BAT-000986,apples,Granny Smith,North,2025-10-17 14:30:00,7704.6,91.1,12.9,Optimal Dry,True
BAT-000987,apples,Golden Delicious,Centre,2025-08-25 10:00:00,7775.2,87.2,17.3,Optimal Dry,False
BAT-000988,apples,Granny Smith,North,2025-09-03 12:30:00,7873.8,91.0,26.1,Optimal Dry,False
BAT-000989,strawberries,Asia,Centre,2025-06-16 07:00:00,2764.8,89.3,15.3,Optimal Dry,True
BAT-000990,plums,President,North,2025-09-26 07:45:00,7529.2,93.6,5.4,Optimal Dry,True
BAT-000991,apples,Fuji,North,2025-09-04 12:30:00,7072.0,84.0,25.5,Optimal Dry,False
BAT-000992,apples,Fuji,Centre,2025-10-05 06:15:00,7934.9,89.7,9.5,Humid,True
BAT-000993,strawberries,Marmolada,Centre,2025-05-26 06:45:00,1656.7,93.2,12.6,Humid,False
BAT-000994,apples,Gala,North,2025-10-12 08:00:00,6985.2,95.8,11.3,Humid,False
BAT-000995,apples,Fuji,North,2025-10-25 12:00:00,9451.9,90.0,12.4,Optimal Dry,False
BAT-000996,strawberries,Marmolada,North,2025-05-31 06:15:00,1349.9,92.8,11.2,Optimal Dry,False
BAT-000997,apples,Granny Smith,North,2025-09-24 14:00:00,10231.3,89.8,20.7,Optimal Dry,True
BAT-000998,pears,Williams,South,2025-10-07 11:15:00,5903.3,92.3,12.3,Humid,False
BAT-000999,plums,President,Centre,2025-10-04 12:00:00,3089.8,96.2,11.4,Post-Rain,True
BAT-001000,table_grapes,Codreanca,South,2025-09-02 13:15:00,7770.1,91.4,30.1,Hot / Sun-Exposed,True
BAT-001001,plums,Anna Späth,North,2025-09-29 07:30:00,5988.3,87.1,9.2,Optimal Dry,False
BAT-001002,table_grapes,Moldova,South,2025-10-13 09:45:00,4248.6,95.7,10.7,Humid,True
BAT-001003,apricots,Spring Blush,North,2025-07-04 08:30:00,4172.7,86.9,22.2,Optimal Dry,True
