batch_id,quality_status,loss_fraction_pct,quality_score,economic_loss_eur
BAT-001741,optimal,3.4,92.2,213.8
BAT-001742,lost,50.13,14.2,1678.04
BAT-001743,optimal,3.92,90.9,308.43
BAT-001744,optimal,4.45,92.0,431.73
BAT-001745,severe_degradation,15.83,74.0,924.16
BAT-001746,severe_degradation,30.18,47.7,1831.27
BAT-001747,degraded,6.61,89.5,193.1
BAT-001748,optimal,4.21,91.9,292.26
BAT-001749,degraded,10.51,81.5,435.36
BAT-001750,degraded,13.34,76.9,473.96
BAT-001751,degraded,13.67,74.5,665.44
BAT-001752,severe_degradation,20.37,63.0,2070.86
BAT-001753,severe_degradation,22.49,60.9,1023.72
BAT-001754,lost,86.94,5.0,3219.19
BAT-001755,degraded,7.49,87.2,351.98
BAT-001756,severe_degradation,17.9,67.8,1140.56
BAT-001757,optimal,3.49,94.1,266.38
BAT-001758,degraded,14.96,73.0,895.99
BAT-001759,optimal,3.11,94.0,129.42
BAT-001760,degraded,8.74,85.4,435.86
BAT-001761,degraded,5.22,91.2,171.86
BAT-001762,severe_degradation,18.36,67.5,790.15
BAT-001763,severe_degradation,17.07,68.8,1621.61
BAT-001764,optimal,3.17,93.7,144.96
BAT-001765,severe_degradation,19.24,66.1,1088.4
BAT-001766,degraded,8.44,86.2,576.3
BAT-001767,degraded,11.36,79.5,1085.09
BAT-001768,lost,60.59,5.0,3546.33
BAT-001769,severe_degradation,24.41,58.0,1083.28
BAT-001770,severe_degradation,19.75,65.3,673.98
BAT-001771,degraded,8.22,85.9,284.58
BAT-001772,optimal,3.7,93.8,201.9
BAT-001773,degraded,13.24,77.4,738.81
BAT-001774,optimal,1.47,95.7,129.57
BAT-001775,optimal,2.3,95.4,122.77
BAT-001776,optimal,3.41,93.8,352.93
BAT-001777,degraded,9.8,82.1,378.38
BAT-001778,optimal,3.09,93.7,177.88
BAT-001779,degraded,14.04,73.5,624.45
BAT-001780,optimal,4.54,90.3,311.14
BAT-001781,degraded,5.0,91.1,188.06
BAT-001782,lost,83.96,5.0,2840.58
BAT-001783,severe_degradation,19.91,65.9,1149.6
BAT-001784,degraded,8.05,85.7,177.03
BAT-001785,severe_degradation,16.44,72.1,983.37
BAT-001786,lost,41.3,28.2,2135.73
BAT-001787,severe_degradation,19.39,66.6,464.43
BAT-001788,severe_degradation,15.68,74.9,793.16
BAT-001789,severe_degradation,17.44,69.6,1173.43
BAT-001790,degraded,5.75,90.1,357.6
BAT-001791,degraded,6.12,89.5,213.22
BAT-001792,optimal,1.57,96.1,68.36
BAT-001793,degraded,6.47,91.5,249.56
BAT-001794,degraded,10.59,81.5,1015.9
BAT-001795,optimal,1.06,96.5,63.84
BAT-001796,severe_degradation,15.01,73.7,1034.23
BAT-001797,severe_degradation,19.41,67.6,1458.88
BAT-001798,severe_degradation,18.58,68.9,1065.37
BAT-001799,severe_degradation,23.0,59.3,1104.86
BAT-001800,degraded,10.85,79.6,664.54
