check_id,batch_id,check_datetime,stage,firmness_kg_cm2,sugar_brix,defect_pct
CHK-004376,BAT-001459,2025-09-29 11:19:48,pre_dispatch,6.51,12.1,2.5
CHK-004377,BAT-001459,2025-09-30 06:52:12,arrival,4.4,15.2,15.3
CHK-004378,BAT-001460,2025-09-02 11:45:00,harvest,6.59,14.2,1.1
CHK-004379,BAT-001460,2025-11-29 11:23:24,pre_dispatch,6.81,15.1,2.7
CHK-004380,BAT-001460,2025-12-01 04:54:24,arrival,5.6,14.4,5.5
CHK-004381,BAT-001461,2025-10-01 10:00:00,harvest,6.92,12.6,2.9
CHK-004382,BAT-001461,2026-03-02 11:08:24,pre_dispatch,6.68,11.8,7.5
CHK-004383,BAT-001461,2026-03-03 17:37:12,arrival,6.45,16.0,11.5
CHK-004384,BAT-001462,2025-09-07 15:00:00,harvest,8.37,14.3,2.4
CHK-004385,BAT-001462,2025-10-19 15:36:36,pre_dispatch,5.75,11.9,1.3
CHK-004386,BAT-001462,2025-10-20 09:06:48,arrival,6.59,14.5,10.3
CHK-004387,BAT-001463,2025-10-04 10:30:00,harvest,7.36,11.4,2.9
CHK-004388,BAT-001463,2025-12-24 13:46:12,pre_dispatch,6.33,16.4,5.5
CHK-004389,BAT-001463,2025-12-25 21:00:36,arrival,4.1,16.3,13.4
CHK-004390,BAT-001464,2025-07-10 08:00:00,harvest,8.44,16.1,2.6
CHK-004391,BAT-001464,2025-07-13 11:45:36,pre_dispatch,5.82,15.4,2.8
CHK-004392,BAT-001464,2025-07-14 00:54:48,arrival,5.36,14.3,16.1
CHK-004393,BAT-001465,2025-10-03 08:00:00,harvest,7.66,12.4,0.6
CHK-004394,BAT-001465,2025-11-30 09:19:48,pre_dispatch,5.65,11.7,2.7
CHK-004395,BAT-001465,2025-12-01 22:07:12,arrival,5.78,13.7,4.1
CHK-004396,BAT-001466,2025-08-21 10:30:00,harvest,7.39,16.4,1.6
CHK-004397,BAT-001466,2025-09-24 13:00:36,pre_dispatch,7.39,12.0,5.2
CHK-004398,BAT-001466,2025-09-25 00:18:12,arrival,5.99,11.6,6.7
CHK-004399,BAT-001467,2025-10-09 08:00:00,harvest,8.28,11.0,3.1
CHK-004400,BAT-001467,2025-11-03 08:58:12,pre_dispatch,5.19,13.4,7.1
CHK-004401,BAT-001467,2025-11-04 04:15:00,arrival,4.37,16.0,10.4
CHK-004402,BAT-001468,2025-09-17 13:15:00,harvest,8.3,12.7,2.0
CHK-004403,BAT-001468,2025-12-16 16:46:12,pre_dispatch,5.91,13.4,4.6
CHK-004404,BAT-001468,2025-12-17 01:57:36,arrival,4.54,13.6,8.6
CHK-004405,BAT-001469,2025-08-05 11:15:00,harvest,8.15,13.0,2.8
CHK-004406,BAT-001469,2025-08-20 11:46:12,pre_dispatch,7.14,14.1,3.5
CHK-004407,BAT-001469,2025-08-22 06:41:24,arrival,5.51,15.2,13.2
CHK-004408,BAT-001470,2025-08-15 07:00:00,harvest,7.54,14.3,2.0
CHK-004409,BAT-001470,2025-09-05 07:09:00,pre_dispatch,6.83,14.1,6.7
CHK-004410,BAT-001470,2025-09-06 16:08:24,arrival,6.98,13.1,6.2
CHK-004411,BAT-001471,2025-10-10 15:00:00,harvest,7.41,11.9,2.8
CHK-004412,BAT-001471,2025-12-29 17:47:24,pre_dispatch,5.85,16.3,3.9
CHK-004413,BAT-001471,2025-12-31 05:39:00,arrival,5.22,14.9,14.2
CHK-004414,BAT-001472,2025-08-12 10:45:00,harvest,7.62,14.1,0.9
CHK-004415,BAT-001472,2025-09-03 12:19:48,pre_dispatch,5.42,17.0,8.1
CHK-004416,BAT-001472,2025-09-03 19:48:36,arrival,5.01,15.8,1.9
CHK-004417,BAT-001473,2025-08-11 07:45:00,harvest,7.06,12.2,3.7
CHK-004418,BAT-001473,2025-08-16 09:10:48,pre_dispatch,5.13,14.0,4.5
CHK-004419,BAT-001473,2025-08-16 17:56:12,arrival,4.47,15.8,14.6
CHK-004420,BAT-001474,2025-10-15 14:15:00,harvest,8.46,12.2,1.7
CHK-004421,BAT-001474,2025-11-28 17:23:24,pre_dispatch,6.52,13.9,1.3
CHK-004422,BAT-001474,2025-11-29 04:40:00,arrival,5.72,17.1,6.8
CHK-004423,BAT-001475,2025-09-03 07:30:00,harvest,8.44,13.3,1.6
CHK-004424,BAT-001475,2025-09-15 10:25:12,pre_dispatch,5.62,16.3,5.8
CHK-004425,BAT-001475,2025-09-16 02:41:00,arrival,4.93,14.6,3.5
CHK-004426,BAT-001476,2025-09-27 15:15:00,harvest,7.49,15.4,1.4
CHK-004427,BAT-001476,2026-01-27 14:49:12,pre_dispatch,6.5,13.0,6.7
CHK-004428,BAT-001476,2026-01-29 00:18:24,arrival,4.73,16.2,13.3
CHK-004429,BAT-001477,2025-09-21 07:15:00,harvest,6.76,14.1,1.5
CHK-004430,BAT-001477,2025-12-01 10:08:24,pre_dispatch,5.38,14.8,5.4
CHK-004431,BAT-001477,2025-12-02 05:00:00,arrival,5.54,12.6,12.9
CHK-004432,BAT-001478,2025-09-17 09:30:00,harvest,7.24,14.3,0.7
CHK-004433,BAT-001478,2026-01-22 13:09:00,pre_dispatch,7.77,13.0,1.8
CHK-004434,BAT-001478,2026-01-24 07:33:00,arrival,5.22,14.1,13.8
CHK-004435,BAT-001479,2025-10-17 10:00:00,harvest,6.67,12.1,3.0
CHK-004436,BAT-001479,2026-02-28 13:57:00,pre_dispatch,5.06,13.8,3.5
CHK-004437,BAT-001479,2026-03-02 09:48:24,arrival,5.35,15.1,13.3
CHK-004438,BAT-001480,2025-10-17 10:45:00,harvest,8.22,12.5,3.6
CHK-004439,BAT-001480,2025-11-30 14:33:00,pre_dispatch,6.25,12.3,4.2
CHK-004440,BAT-001480,2025-11-30 22:37:00,arrival,4.88,11.9,15.7
CHK-004441,BAT-001481,2025-09-18 15:15:00,harvest,7.22,12.2,2.8
CHK-004442,BAT-001481,2025-10-13 18:41:24,pre_dispatch,5.49,15.8,5.0
CHK-004443,BAT-001481,2025-10-15 12:54:12,arrival,5.53,16.1,3.2
CHK-004444,BAT-001482,2025-08-08 12:15:00,harvest,6.9,14.2,2.4
CHK-004445,BAT-001482,2025-09-02 12:59:24,pre_dispatch,7.09,15.1,3.5
CHK-004446,BAT-001482,2025-09-04 07:52:12,arrival,4.45,13.7,3.9
CHK-004447,BAT-001483,2025-08-23 08:15:00,harvest,7.58,16.3,3.5
CHK-004448,BAT-001483,2025-10-21 11:17:24,pre_dispatch,7.2,12.1,5.5
CHK-004449,BAT-001483,2025-10-23 00:11:36,arrival,7.13,13.6,10.2
CHK-004450,BAT-001484,2025-09-06 08:45:00,harvest,7.63,11.7,1.6
CHK-004451,BAT-001484,2025-10-17 09:45:36,pre_dispatch,6.68,14.7,3.4
CHK-004452,BAT-001484,2025-10-18 05:00:36,arrival,5.31,16.1,14.0
CHK-004453,BAT-001485,2025-09-21 13:15:00,harvest,6.61,13.8,3.1
CHK-004454,BAT-001485,2025-11-26 16:06:36,pre_dispatch,7.46,14.8,3.2
CHK-004455,BAT-001485,2025-11-28 01:24:00,arrival,6.7,15.6,11.2
CHK-004456,BAT-001486,2025-06-21 12:00:00,harvest,8.39,16.4,3.8
CHK-004457,BAT-001486,2025-06-25 15:36:00,pre_dispatch,7.76,11.6,6.2
CHK-004458,BAT-001486,2025-06-26 01:47:36,arrival,6.13,14.3,7.7
CHK-004459,BAT-001487,2025-10-07 13:30:00,harvest,8.42,11.8,1.8
CHK-004460,BAT-001487,2025-10-17 14:00:36,pre_dispatch,7.35,16.3,1.8
CHK-004461,BAT-001487,2025-10-18 10:05:48,arrival,6.07,14.7,12.8
CHK-004462,BAT-001488,2025-07-07 13:15:00,harvest,7.63,15.5,0.6
CHK-004463,BAT-001488,2025-07-18 15:36:36,pre_dispatch,5.06,13.3,4.1
CHK-004464,BAT-001488,2025-07-19 02:04:24,arrival,6.64,12.9,8.8
CHK-004465,BAT-001489,2025-08-20 09:00:00,harvest,7.44,15.4,1.3
CHK-004466,BAT-001489,2025-08-26 09:52:48,pre_dispatch,6.58,15.8,4.1
CHK-004467,BAT-001489,2025-08-27 06:33:00,arrival,5.78,11.9,14.9
CHK-004468,BAT-001490,2025-07-12 15:00:00,harvest,6.76,11.8,3.7
CHK-004469,BAT-001490,2025-07-22 17:40:12,pre_dispatch,7.45,15.8,1.2
CHK-004470,BAT-001490,2025-07-23 03:09:12,arrival,4.89,12.5,3.6
CHK-004471,BAT-001491,2025-08-26 10:45:00,harvest,7.95,13.6,1.4
CHK-004472,BAT-001491,2026-01-21 14:34:48,pre_dispatch,7.08,12.7,5.9
CHK-004473,BAT-001491,2026-01-22 10:13:12,arrival,6.32,13.2,8.7
CHK-004474,BAT-001492,2025-09-29 11:15:00,harvest,7.6,11.8,0.9
CHK-004475,BAT-001492,2025-10-13 13:31:12,pre_dispatch,6.05,15.2,1.0
CHK-004476,BAT-001492,2025-10-14 09:54:00,arrival,5.62,12.2,10.9
CHK-004477,BAT-001493,2025-07-14 09:30:00,harvest,6.54,11.1,1.1
CHK-004478,BAT-001493,2025-08-01 10:37:48,pre_dispatch,5.89,11.7,4.4
CHK-004479,BAT-001493,2025-08-01 19:30:48,arrival,6.55,13.7,13.2
CHK-004480,BAT-001494,2025-09-18 15:00:00,harvest,8.29,15.6,2.2
CHK-004481,BAT-001494,2025-12-05 16:53:24,pre_dispatch,7.01,13.1,7.6
CHK-004482,BAT-001494,2025-12-06 05:50:24,arrival,6.58,12.4,15.4
CHK-004483,BAT-001495,2025-10-01 08:15:00,harvest,6.88,14.0,1.2
CHK-004484,BAT-001495,2025-12-13 10:34:48,pre_dispatch,6.35,13.1,5.0
CHK-004485,BAT-001495,2025-12-13 20:59:12,arrival,6.38,17.1,11.7
CHK-004486,BAT-001496,2025-09-21 09:45:00,harvest,7.0,12.6,3.4
CHK-004487,BAT-001496,2025-12-26 11:21:36,pre_dispatch,7.43,16.1,2.7
CHK-004488,BAT-001496,2025-12-27 01:03:36,arrival,4.55,11.9,9.6
CHK-004489,BAT-001497,2025-10-09 12:45:00,harvest,8.21,11.6,1.0
CHK-004490,BAT-001497,2025-11-06 16:24:00,pre_dispatch,6.65,12.9,6.0
CHK-004491,BAT-001497,2025-11-06 23:57:12,arrival,4.51,11.8,14.8
CHK-004492,BAT-001498,2025-09-26 13:00:00,harvest,8.19,15.4,1.8
CHK-004493,BAT-001498,2025-10-07 13:47:24,pre_dispatch,5.72,13.0,3.9
CHK-004494,BAT-001498,2025-10-09 08:39:00,arrival,4.49,13.3,10.4
CHK-004495,BAT-001499,2025-08-29 12:15:00,harvest,8.23,13.7,1.3
CHK-004496,BAT-001499,2025-09-16 15:49:48,pre_dispatch,5.83,13.9,3.6
CHK-004497,BAT-001499,2025-09-18 10:20:24,arrival,6.88,15.4,7.4
CHK-004498,BAT-001500,2025-07-25 10:00:00,harvest,8.03,12.0,1.6
CHK-004499,BAT-001500,2025-07-30 10:35:24,pre_dispatch,5.78,13.9,1.8
CHK-004500,BAT-001500,2025-07-31 01:25:36,arrival,4.7,16.0,10.7
CHK-004501,BAT-001501,2025-08-18 09:15:00,harvest,7.02,13.1,1.1
CHK-004502,BAT-001501,2025-09-01 12:03:00,pre_dispatch,7.45,14.9,6.9
CHK-004503,BAT-001501,2025-09-02 00:46:00,arrival,4.88,16.2,12.1
CHK-004504,BAT-001502,2025-09-22 11:45:00,harvest,7.82,14.7,2.3
CHK-004505,BAT-001502,2025-10-15 14:34:12,pre_dispatch,6.27,14.0,1.9
CHK-004506,BAT-001502,2025-10-16 03:34:48,arrival,6.94,14.9,9.0
CHK-004507,BAT-001503,2025-10-09 15:30:00,harvest,7.54,11.2,1.7
CHK-004508,BAT-001503,2025-12-30 17:07:48,pre_dispatch,6.17,13.1,5.7
CHK-004509,BAT-001503,2026-01-01 05:57:36,arrival,4.58,12.0,15.6
CHK-004510,BAT-001504,2025-10-02 08:45:00,harvest,7.85,15.7,1.1
CHK-004511,BAT-001504,2025-12-31 09:10:12,pre_dispatch,7.78,14.0,1.0
CHK-004512,BAT-001504,2026-01-02 03:12:48,arrival,6.76,13.8,15.1
CHK-004513,BAT-001505,2025-08-17 13:30:00,harvest,7.3,14.0,2.9
CHK-004514,BAT-001505,2025-09-11 13:06:36,pre_dispatch,6.92,13.5,8.4
CHK-004515,BAT-001505,2025-09-12 07:33:12,arrival,6.42,13.0,4.0
CHK-004516,BAT-001506,2025-10-04 10:45:00,harvest,7.54,14.6,3.8
CHK-004517,BAT-001506,2025-10-11 10:18:00,pre_dispatch,6.15,16.1,4.6
CHK-004518,BAT-001506,2025-10-12 22:11:48,arrival,6.75,15.5,17.1
CHK-004519,BAT-001507,2025-10-07 07:15:00,harvest,6.5,13.7,1.9
CHK-004520,BAT-001507,2025-11-03 10:17:24,pre_dispatch,7.34,14.6,7.5
CHK-004521,BAT-001507,2025-11-04 23:26:00,arrival,6.96,14.2,17.3
CHK-004522,BAT-001508,2025-10-10 13:00:00,harvest,8.4,15.5,0.8
CHK-004523,BAT-001508,2025-11-13 14:07:12,pre_dispatch,5.06,14.6,8.4
CHK-004524,BAT-001508,2025-11-13 22:58:48,arrival,5.33,16.1,10.2
CHK-004525,BAT-001509,2025-09-29 11:15:00,harvest,6.94,14.5,1.6
CHK-004526,BAT-001509,2025-11-04 12:28:48,pre_dispatch,5.85,13.9,7.9
CHK-004527,BAT-001509,2025-11-04 20:35:36,arrival,6.74,13.3,15.9
CHK-004528,BAT-001510,2025-09-05 14:00:00,harvest,6.99,11.1,3.0
CHK-004529,BAT-001510,2025-09-23 16:09:00,pre_dispatch,6.89,12.1,3.6
CHK-004530,BAT-001510,2025-09-25 03:54:12,arrival,6.06,16.2,12.1
CHK-004531,BAT-001511,2025-09-26 14:15:00,harvest,6.89,14.1,2.4
CHK-004532,BAT-001511,2025-12-13 16:36:00,pre_dispatch,6.8,14.1,4.3
CHK-004533,BAT-001511,2025-12-14 05:42:24,arrival,4.28,12.0,9.2
CHK-004534,BAT-001512,2025-08-14 09:30:00,harvest,7.37,12.4,2.2
CHK-004535,BAT-001512,2025-09-05 12:46:48,pre_dispatch,5.5,12.2,1.7
CHK-004536,BAT-001512,2025-09-06 19:38:12,arrival,4.6,12.0,12.6
CHK-004537,BAT-001513,2025-09-02 09:45:00,harvest,7.36,12.6,2.5
CHK-004538,BAT-001513,2025-09-27 10:12:00,pre_dispatch,7.02,13.6,3.4
CHK-004539,BAT-001513,2025-09-28 00:37:00,arrival,4.57,16.2,2.5
CHK-004540,BAT-001514,2025-10-06 13:30:00,harvest,7.09,16.2,0.8
CHK-004541,BAT-001514,2026-01-30 13:41:24,pre_dispatch,7.22,13.0,6.9
CHK-004542,BAT-001514,2026-02-01 07:46:12,arrival,6.92,15.7,3.8
CHK-004543,BAT-001515,2025-10-15 14:30:00,harvest,7.05,14.1,3.1
CHK-004544,BAT-001515,2026-01-25 14:25:12,pre_dispatch,7.62,11.7,3.6
CHK-004545,BAT-001515,2026-01-26 21:29:12,arrival,4.02,14.6,16.2
CHK-004546,BAT-001516,2025-09-28 10:00:00,harvest,6.92,14.6,1.8
CHK-004547,BAT-001516,2025-12-12 11:34:48,pre_dispatch,6.67,17.0,4.1
CHK-004548,BAT-001516,2025-12-12 23:21:36,arrival,5.85,17.1,15.0
CHK-004549,BAT-001517,2025-09-21 10:15:00,harvest,7.57,14.0,3.8
CHK-004550,BAT-001517,2025-10-09 10:52:12,pre_dispatch,5.75,15.7,2.6
CHK-004551,BAT-001517,2025-10-09 23:37:24,arrival,5.89,12.0,1.7
CHK-004552,BAT-001518,2025-09-13 11:00:00,harvest,8.47,14.2,0.7
CHK-004553,BAT-001518,2025-10-12 14:31:12,pre_dispatch,6.21,13.2,2.6
CHK-004554,BAT-001518,2025-10-14 08:27:00,arrival,4.54,11.6,12.1
CHK-004555,BAT-001519,2025-06-22 10:30:00,harvest,7.0,14.9,3.9
CHK-004556,BAT-001519,2025-06-30 12:57:36,pre_dispatch,7.43,16.7,6.0
CHK-004557,BAT-001519,2025-07-01 08:02:12,arrival,5.91,12.5,6.4
CHK-004558,BAT-001520,2025-06-06 08:30:00,harvest,6.82,14.6,3.1
CHK-004559,BAT-001520,2025-06-13 09:45:36,pre_dispatch,7.72,15.2,4.9
CHK-004560,BAT-001520,2025-06-14 18:18:36,arrival,7.05,13.2,11.8
CHK-004561,BAT-001521,2025-08-26 13:45:00,harvest,7.28,13.1,2.1
CHK-004562,BAT-001521,2025-12-12 16:41:24,pre_dispatch,6.54,13.2,2.6
CHK-004563,BAT-001521,2025-12-13 02:21:00,arrival,6.51,16.8,2.1
CHK-004564,BAT-001522,2025-10-20 14:30:00,harvest,7.79,14.5,1.5
CHK-004565,BAT-001522,2026-01-28 15:29:24,pre_dispatch,6.05,14.4,5.3
CHK-004566,BAT-001522,2026-01-30 03:43:12,arrival,5.66,12.2,10.0
CHK-004567,BAT-001523,2025-10-21 08:30:00,harvest,8.02,12.1,2.8
CHK-004568,BAT-001523,2026-01-19 09:28:48,pre_dispatch,6.28,16.1,3.5
CHK-004569,BAT-001523,2026-01-19 19:28:48,arrival,5.96,15.3,10.8
CHK-004570,BAT-001524,2025-09-30 07:00:00,harvest,8.41,14.4,2.4
CHK-004571,BAT-001524,2026-02-15 10:19:48,pre_dispatch,7.25,15.5,7.8
CHK-004572,BAT-001524,2026-02-16 22:29:00,arrival,4.56,14.5,4.3
CHK-004573,BAT-001525,2025-09-06 15:15:00,harvest,7.55,13.1,3.1
CHK-004574,BAT-001525,2026-01-21 15:22:48,pre_dispatch,7.03,12.3,8.3
CHK-004575,BAT-001525,2026-01-22 03:00:48,arrival,4.39,15.6,6.5
CHK-004576,BAT-001526,2025-08-01 07:30:00,harvest,6.9,16.1,3.7
CHK-004577,BAT-001526,2025-08-27 07:24:36,pre_dispatch,5.84,16.7,8.4
CHK-004578,BAT-001526,2025-08-27 20:09:00,arrival,4.71,13.1,15.3
CHK-004579,BAT-001527,2025-08-15 08:15:00,harvest,7.68,16.1,3.5
CHK-004580,BAT-001527,2025-08-27 08:46:48,pre_dispatch,7.78,16.4,6.1
CHK-004581,BAT-001527,2025-08-29 07:32:48,arrival,6.99,13.4,3.4
CHK-004582,BAT-001528,2025-09-12 12:00:00,harvest,6.51,13.7,3.6
CHK-004583,BAT-001528,2026-01-02 12:15:00,pre_dispatch,7.24,14.6,1.1
CHK-004584,BAT-001528,2026-01-03 00:52:24,arrival,4.72,15.8,10.9
CHK-004585,BAT-001529,2025-09-22 13:45:00,harvest,7.53,15.0,2.3
CHK-004586,BAT-001529,2025-10-23 17:43:12,pre_dispatch,5.73,13.9,5.6
CHK-004587,BAT-001529,2025-10-25 01:29:00,arrival,6.77,11.7,6.3
CHK-004588,BAT-001530,2025-09-17 14:30:00,harvest,7.28,12.2,2.0
CHK-004589,BAT-001530,2025-11-12 16:35:24,pre_dispatch,6.03,15.1,1.4
CHK-004590,BAT-001530,2025-11-13 17:43:36,arrival,4.67,15.7,8.6
CHK-004591,BAT-001531,2025-08-22 07:45:00,harvest,7.42,12.2,2.5
CHK-004592,BAT-001531,2025-09-16 09:39:36,pre_dispatch,6.19,14.3,1.4
CHK-004593,BAT-001531,2025-09-17 21:39:36,arrival,5.74,15.5,4.2
CHK-004594,BAT-001532,2025-07-23 11:30:00,harvest,7.96,11.1,3.5
CHK-004595,BAT-001532,2025-07-26 11:21:36,pre_dispatch,6.51,16.7,5.8
CHK-004596,BAT-001532,2025-07-27 23:35:24,arrival,5.75,15.3,9.8
CHK-004597,BAT-001533,2025-09-13 07:45:00,harvest,7.38,13.1,3.7
CHK-004598,BAT-001533,2026-02-13 08:00:36,pre_dispatch,7.6,14.4,2.3
CHK-004599,BAT-001533,2026-02-14 20:18:48,arrival,4.56,15.7,14.4
CHK-004600,BAT-001534,2025-10-05 07:15:00,harvest,7.58,14.7,2.3
CHK-004601,BAT-001534,2025-10-31 10:13:12,pre_dispatch,5.01,16.2,1.5
CHK-004602,BAT-001534,2025-11-01 07:29:24,arrival,5.9,14.3,13.8
CHK-004603,BAT-001535,2025-09-05 09:45:00,harvest,8.12,16.3,0.8
CHK-004604,BAT-001535,2025-12-03 11:42:36,pre_dispatch,7.43,15.1,4.9
CHK-004605,BAT-001535,2025-12-03 19:45:36,arrival,6.33,16.4,11.0
CHK-004606,BAT-001536,2025-08-22 13:15:00,harvest,7.06,13.6,3.7
CHK-004607,BAT-001536,2025-10-24 13:16:48,pre_dispatch,5.04,12.8,4.3
CHK-004608,BAT-001536,2025-10-24 21:02:00,arrival,4.95,13.5,14.7
CHK-004609,BAT-001537,2025-09-13 13:00:00,harvest,7.03,11.1,3.6
CHK-004610,BAT-001537,2026-02-22 14:37:48,pre_dispatch,5.65,15.2,4.9
CHK-004611,BAT-001537,2026-02-24 09:16:12,arrival,6.04,16.4,9.1
CHK-004612,BAT-001538,2025-10-06 13:30:00,harvest,7.14,11.2,3.3
CHK-004613,BAT-001538,2025-10-14 14:42:36,pre_dispatch,5.15,15.5,3.6
CHK-004614,BAT-001538,2025-10-15 10:11:00,arrival,4.83,16.3,3.2
CHK-004615,BAT-001539,2025-08-10 12:15:00,harvest,6.96,16.1,2.6
CHK-004616,BAT-001539,2025-09-10 15:00:00,pre_dispatch,7.21,16.2,1.6
CHK-004617,BAT-001539,2025-09-11 01:04:36,arrival,4.16,15.2,6.0
CHK-004618,BAT-001540,2025-07-20 15:15:00,harvest,8.41,14.7,3.8
CHK-004619,BAT-001540,2025-07-27 18:21:36,pre_dispatch,7.15,13.0,5.9
CHK-004620,BAT-001540,2025-07-28 12:29:48,arrival,7.13,15.1,6.5
CHK-004621,BAT-001541,2025-06-21 14:30:00,harvest,7.61,15.6,2.6
CHK-004622,BAT-001541,2025-06-25 17:12:36,pre_dispatch,6.76,13.5,3.8
CHK-004623,BAT-001541,2025-06-26 17:05:12,arrival,5.82,14.9,2.2
CHK-004624,BAT-001542,2025-06-28 14:15:00,harvest,8.27,11.7,1.9
CHK-004625,BAT-001542,2025-07-18 17:25:12,pre_dispatch,5.41,14.6,8.0
CHK-004626,BAT-001542,2025-07-19 10:25:12,arrival,5.31,13.0,5.1
CHK-004627,BAT-001543,2025-08-23 15:00:00,harvest,7.04,12.3,1.2
CHK-004628,BAT-001543,2025-11-12 18:22:48,pre_dispatch,7.62,12.2,7.4
CHK-004629,BAT-001543,2025-11-14 02:44:12,arrival,6.9,15.0,3.0
CHK-004630,BAT-001544,2025-10-12 12:00:00,harvest,7.16,13.2,2.4
CHK-004631,BAT-001544,2025-12-14 14:16:48,pre_dispatch,6.75,13.2,3.4
CHK-004632,BAT-001544,2025-12-15 09:22:36,arrival,6.99,12.6,7.8
CHK-004633,BAT-001545,2025-09-03 10:45:00,harvest,8.18,15.0,2.4
CHK-004634,BAT-001545,2025-12-02 11:54:36,pre_dispatch,5.19,15.8,1.9
CHK-004635,BAT-001545,2025-12-02 22:13:00,arrival,5.46,16.5,11.8
CHK-004636,BAT-001546,2025-09-24 15:30:00,harvest,6.73,16.0,1.3
CHK-004637,BAT-001546,2026-01-24 15:09:36,pre_dispatch,5.7,14.4,4.1
CHK-004638,BAT-001546,2026-01-25 14:58:12,arrival,6.35,12.5,11.4
CHK-004639,BAT-001547,2025-08-26 07:45:00,harvest,8.24,12.1,2.8
CHK-004640,BAT-001547,2025-09-09 10:30:00,pre_dispatch,5.01,15.4,4.9
CHK-004641,BAT-001547,2025-09-10 06:01:24,arrival,6.43,12.0,7.7
CHK-004642,BAT-001548,2025-09-20 15:45:00,harvest,7.44,12.3,2.1
CHK-004643,BAT-001548,2025-10-05 18:04:48,pre_dispatch,6.67,12.1,4.5
CHK-004644,BAT-001548,2025-10-06 14:09:12,arrival,6.88,12.7,16.1
CHK-004645,BAT-001549,2025-08-26 11:15:00,harvest,7.59,13.9,2.1
CHK-004646,BAT-001549,2025-09-16 14:51:36,pre_dispatch,7.31,14.8,3.1
CHK-004647,BAT-001549,2025-09-17 00:28:48,arrival,5.11,15.1,8.2
CHK-004648,BAT-001550,2025-08-26 12:45:00,harvest,7.12,16.3,0.9
CHK-004649,BAT-001550,2025-11-06 14:33:00,pre_dispatch,5.86,14.5,7.4
CHK-004650,BAT-001550,2025-11-07 09:00:48,arrival,5.72,14.7,3.4
CHK-004651,BAT-001551,2025-09-03 12:00:00,harvest,7.32,16.3,3.4
CHK-004652,BAT-001551,2025-09-26 15:54:36,pre_dispatch,5.92,14.8,1.1
CHK-004653,BAT-001551,2025-09-27 00:38:00,arrival,5.1,13.2,9.8
CHK-004654,BAT-001552,2025-09-05 11:30:00,harvest,8.38,11.3,2.5
CHK-004655,BAT-001552,2025-09-15 13:07:12,pre_dispatch,6.97,14.3,5.5
CHK-004656,BAT-001552,2025-09-17 02:14:24,arrival,5.5,15.8,18.0
CHK-004657,BAT-001553,2025-07-20 11:00:00,harvest,7.08,14.2,0.9
CHK-004658,BAT-001553,2025-08-07 12:28:48,pre_dispatch,5.68,14.7,8.2
CHK-004659,BAT-001553,2025-08-09 07:57:00,arrival,5.64,12.6,15.2
CHK-004660,BAT-001554,2025-09-28 10:15:00,harvest,8.24,14.9,0.7
CHK-004661,BAT-001554,2025-12-27 12:24:00,pre_dispatch,5.74,12.7,8.4
CHK-004662,BAT-001554,2025-12-29 08:36:12,arrival,4.41,14.3,9.5
CHK-004663,BAT-001555,2025-07-30 12:45:00,harvest,8.1,11.0,3.2
CHK-004664,BAT-001555,2025-08-12 16:07:48,pre_dispatch,7.8,13.9,4.9
CHK-004665,BAT-001555,2025-08-14 10:04:48,arrival,4.98,15.8,17.2
CHK-004666,BAT-001556,2025-10-10 14:15:00,harvest,6.59,14.3,0.6
CHK-004667,BAT-001556,2026-03-11 14:16:12,pre_dispatch,7.72,15.5,6.4
CHK-004668,BAT-001556,2026-03-12 08:05:24,arrival,6.16,12.6,13.7
CHK-004669,BAT-001557,2025-07-19 13:30:00,harvest,7.37,13.9,1.9
CHK-004670,BAT-001557,2025-08-06 13:19:12,pre_dispatch,5.21,15.3,1.8
CHK-004671,BAT-001557,2025-08-07 01:09:36,arrival,6.7,12.6,10.2
CHK-004672,BAT-001558,2025-10-22 13:30:00,harvest,7.51,12.4,2.4
CHK-004673,BAT-001558,2026-01-27 17:02:24,pre_dispatch,5.91,15.3,3.8
CHK-004674,BAT-001558,2026-01-29 12:24:12,arrival,5.36,11.9,3.5
CHK-004675,BAT-001559,2025-09-03 09:00:00,harvest,7.28,14.4,2.0
CHK-004676,BAT-001559,2025-10-18 10:43:48,pre_dispatch,7.3,13.8,5.6
CHK-004677,BAT-001559,2025-10-19 06:03:00,arrival,6.03,13.5,8.3
CHK-004678,BAT-001560,2025-09-23 08:15:00,harvest,7.92,11.7,0.9
CHK-004679,BAT-001560,2026-01-31 09:09:36,pre_dispatch,5.94,12.4,4.2
CHK-004680,BAT-001560,2026-02-01 03:00:48,arrival,6.02,12.2,7.8
CHK-004681,BAT-001561,2025-09-02 10:15:00,harvest,6.72,13.7,0.7
CHK-004682,BAT-001561,2025-11-01 13:07:48,pre_dispatch,5.69,11.7,3.8
CHK-004683,BAT-001561,2025-11-02 02:06:36,arrival,6.49,16.7,6.6
CHK-004684,BAT-001562,2025-09-05 13:45:00,harvest,6.62,15.2,3.0
CHK-004685,BAT-001562,2025-09-16 15:16:12,pre_dispatch,6.61,15.9,1.3
CHK-004686,BAT-001562,2025-09-17 12:23:36,arrival,6.55,16.6,2.4
CHK-004687,BAT-001563,2025-10-08 10:30:00,harvest,8.25,15.2,3.7
CHK-004688,BAT-001563,2025-12-10 11:42:36,pre_dispatch,7.42,16.5,2.1
CHK-004689,BAT-001563,2025-12-11 21:17:48,arrival,5.1,14.7,7.5
