shipment_id,batch_id,destination_market,destination_region,vehicle_type,planned_departure_datetime,planned_arrival_datetime,planned_duration_hours,actual_departure_datetime,actual_arrival_datetime,actual_delay_minutes,cold_chain_incident,transit_temp_mean_c
SHP-001355,BAT-001355,Berlin,Western Europe,Insulated Van,2025-10-02 17:53:24,2025-10-04 07:53:24,38.0,2025-10-02 19:01:24,2025-10-04 09:01:24,68,True,14.7
SHP-001356,BAT-001356,Iași,Romania,Insulated Van,2025-07-25 12:29:24,2025-07-25 20:29:24,8.0,2025-07-25 12:54:24,2025-07-25 20:54:24,25,False,2.5
SHP-001357,BAT-001357,Bucharest,Romania,Reefer Truck,2025-11-17 10:34:48,2025-11-18 00:34:48,14.0,2025-11-17 10:35:48,2025-11-18 00:35:48,1,False,3.2
SHP-001358,BAT-001358,Warsaw,Central Europe,Reefer Truck,2025-11-13 21:04:48,2025-11-15 01:04:48,28.0,2025-11-13 22:40:48,2025-11-15 02:40:48,96,False,4.0
SHP-001359,BAT-001359,Bucharest,Romania,Reefer Truck,2025-12-06 21:25:48,2025-12-07 11:25:48,14.0,2025-12-06 23:25:48,2025-12-07 17:19:48,354,False,3.3
SHP-001360,BAT-001360,Berlin,Western Europe,Reefer Truck,2025-09-03 17:16:12,2025-09-05 07:16:12,38.0,2025-09-03 17:16:12,2025-09-05 07:16:12,0,False,4.2
SHP-001361,BAT-001361,Chișinău Local,Domestic,Insulated Van,2026-02-21 17:22:48,2026-02-21 21:22:48,4.0,2026-02-21 17:51:48,2026-02-21 21:51:48,29,False,2.9
SHP-001362,BAT-001362,Berlin,Western Europe,Reefer Truck,2025-11-17 15:45:36,2025-11-19 05:45:36,38.0,2025-11-17 15:55:36,2025-11-19 05:55:36,10,False,4.0
SHP-001363,BAT-001363,Prague,Central Europe,Reefer Truck,2025-11-29 17:40:48,2025-12-01 01:40:48,32.0,2025-11-29 18:34:48,2025-12-01 02:34:48,54,False,2.7
SHP-001364,BAT-001364,Bălți Wholesale,Domestic,Ambient Truck,2025-09-06 15:25:12,2025-09-06 20:25:12,5.0,2025-09-06 15:25:12,2025-09-06 20:25:12,0,False,18.0
SHP-001365,BAT-001365,Prague,Central Europe,Reefer Truck,2025-12-28 19:33:36,2025-12-30 03:33:36,32.0,2025-12-28 19:56:36,2025-12-30 03:56:36,23,False,3.5
SHP-001366,BAT-001366,Iași,Romania,Insulated Van,2025-10-23 17:17:24,2025-10-24 01:17:24,8.0,2025-10-23 17:33:24,2025-10-24 01:33:24,16,False,4.1
SHP-001367,BAT-001367,Berlin,Western Europe,Reefer Truck,2025-11-15 22:21:36,2025-11-17 12:21:36,38.0,2025-11-15 22:31:36,2025-11-17 12:31:36,10,False,3.9
SHP-001368,BAT-001368,Chișinău Local,Domestic,Insulated Van,2025-11-11 16:46:12,2025-11-11 20:46:12,4.0,2025-11-11 16:50:12,2025-11-11 20:50:12,4,False,3.3
SHP-001369,BAT-001369,Iași,Romania,Insulated Van,2026-01-29 17:50:24,2026-01-30 01:50:24,8.0,2026-01-29 18:38:24,2026-01-30 02:38:24,48,False,4.5
SHP-001370,BAT-001370,Berlin,Western Europe,Reefer Truck,2025-10-29 13:00:00,2025-10-31 03:00:00,38.0,2025-10-29 13:30:00,2025-10-31 03:30:00,30,False,3.8
SHP-001371,BAT-001371,Warsaw,Central Europe,Reefer Truck,2026-01-30 16:49:48,2026-01-31 20:49:48,28.0,2026-01-30 16:49:48,2026-01-31 20:49:48,0,False,4.3
SHP-001372,BAT-001372,Iași,Romania,Insulated Van,2025-12-06 18:46:48,2025-12-07 02:46:48,8.0,2025-12-06 20:20:48,2025-12-07 04:20:48,94,False,2.8
SHP-001373,BAT-001373,Chișinău Local,Domestic,Insulated Van,2025-12-25 13:26:24,2025-12-25 17:26:24,4.0,2025-12-25 13:31:24,2025-12-25 17:31:24,5,False,3.8
SHP-001374,BAT-001374,Berlin,Western Europe,Reefer Truck,2025-06-28 13:13:12,2025-06-30 03:13:12,38.0,2025-06-28 13:58:12,2025-06-30 03:58:12,45,True,16.4
SHP-001375,BAT-001375,Prague,Central Europe,Reefer Truck,2026-01-01 16:35:24,2026-01-03 00:35:24,32.0,2026-01-01 16:35:24,2026-01-03 00:35:24,0,False,4.0
SHP-001376,BAT-001376,Berlin,Western Europe,Reefer Truck,2025-11-13 13:36:36,2025-11-15 03:36:36,38.0,2025-11-13 13:47:36,2025-11-15 03:47:36,11,False,3.8
SHP-001377,BAT-001377,Warsaw,Central Europe,Reefer Truck,2025-09-07 18:07:12,2025-09-08 22:07:12,28.0,2025-09-07 20:07:12,2025-09-09 05:45:12,458,False,2.7
SHP-001378,BAT-001378,Bălți Wholesale,Domestic,Ambient Truck,2025-12-07 11:13:12,2025-12-07 16:13:12,5.0,2025-12-07 12:20:12,2025-12-07 17:20:12,67,False,18.0
SHP-001379,BAT-001379,Prague,Central Europe,Reefer Truck,2025-11-30 12:25:12,2025-12-01 20:25:12,32.0,2025-11-30 14:12:12,2025-12-01 22:12:12,107,False,4.2
SHP-001380,BAT-001380,Prague,Central Europe,Reefer Truck,2026-01-09 15:27:36,2026-01-10 23:27:36,32.0,2026-01-09 15:33:36,2026-01-10 23:33:36,6,False,3.5
SHP-001381,BAT-001381,Iași,Romania,Insulated Van,2025-11-03 20:17:24,2025-11-04 04:17:24,8.0,2025-11-03 20:17:24,2025-11-04 04:17:24,0,False,3.9
SHP-001382,BAT-001382,Bucharest,Romania,Reefer Truck,2026-01-02 16:34:12,2026-01-03 06:34:12,14.0,2026-01-02 17:08:12,2026-01-03 07:08:12,34,False,3.0
SHP-001383,BAT-001383,Brașov,Romania,Insulated Van,2025-09-26 18:54:00,2025-09-27 10:54:00,16.0,2025-09-26 19:27:00,2025-09-27 11:27:00,33,False,3.6
SHP-001384,BAT-001384,Prague,Central Europe,Reefer Truck,2025-10-18 18:34:12,2025-10-20 02:34:12,32.0,2025-10-18 19:48:12,2025-10-20 03:48:12,74,False,3.7
SHP-001385,BAT-001385,Iași,Romania,Insulated Van,2026-01-02 15:19:48,2026-01-02 23:19:48,8.0,2026-01-02 17:19:48,2026-01-03 06:01:48,402,False,3.8
SHP-001386,BAT-001386,Iași,Romania,Insulated Van,2025-12-21 14:16:48,2025-12-21 22:16:48,8.0,2025-12-21 14:31:48,2025-12-21 22:31:48,15,False,3.7
SHP-001387,BAT-001387,Chișinău Local,Domestic,Insulated Van,2026-01-17 16:06:36,2026-01-17 20:06:36,4.0,2026-01-17 18:06:36,2026-01-18 06:32:36,626,False,4.0
SHP-001388,BAT-001388,Warsaw,Central Europe,Reefer Truck,2026-02-04 14:34:48,2026-02-05 18:34:48,28.0,2026-02-04 16:25:48,2026-02-05 20:25:48,111,False,3.5
SHP-001389,BAT-001389,Bălți Wholesale,Domestic,Ambient Truck,2025-11-12 16:57:00,2025-11-12 21:57:00,5.0,2025-11-12 17:01:00,2025-11-12 22:01:00,4,False,18.0
SHP-001390,BAT-001390,Berlin,Western Europe,Reefer Truck,2025-09-12 16:34:12,2025-09-14 06:34:12,38.0,2025-09-12 17:48:12,2025-09-14 07:48:12,74,False,3.8
SHP-001391,BAT-001391,Berlin,Western Europe,Reefer Truck,2026-01-18 17:11:24,2026-01-20 07:11:24,38.0,2026-01-18 17:42:24,2026-01-20 07:42:24,31,False,3.3
SHP-001392,BAT-001392,Berlin,Western Europe,Reefer Truck,2025-12-11 21:06:36,2025-12-13 11:06:36,38.0,2025-12-11 21:06:36,2025-12-13 11:06:36,0,False,3.1
SHP-001393,BAT-001393,Chișinău Local,Domestic,Insulated Van,2025-11-03 16:36:36,2025-11-03 20:36:36,4.0,2025-11-03 16:36:36,2025-11-03 20:36:36,0,False,3.5
SHP-001394,BAT-001394,Berlin,Western Europe,Reefer Truck,2025-12-23 19:27:00,2025-12-25 09:27:00,38.0,2025-12-23 19:38:00,2025-12-25 09:38:00,11,False,4.1
SHP-001395,BAT-001395,Iași,Romania,Insulated Van,2025-10-27 19:01:48,2025-10-28 03:01:48,8.0,2025-10-27 19:29:48,2025-10-28 03:29:48,28,False,4.4
SHP-001396,BAT-001396,Warsaw,Central Europe,Reefer Truck,2025-11-19 16:02:24,2025-11-20 20:02:24,28.0,2025-11-19 16:48:24,2025-11-20 20:48:24,46,False,3.1
SHP-001397,BAT-001397,Berlin,Western Europe,Reefer Truck,2026-02-05 12:23:24,2026-02-07 02:23:24,38.0,2026-02-05 14:07:24,2026-02-07 04:07:24,104,False,3.4
SHP-001398,BAT-001398,Brașov,Romania,Reefer Truck,2025-11-15 13:22:12,2025-11-16 05:22:12,16.0,2025-11-15 14:55:12,2025-11-16 06:55:12,93,False,3.1
SHP-001399,BAT-001399,Chișinău Local,Domestic,Reefer Truck,2025-06-06 17:21:36,2025-06-06 21:21:36,4.0,2025-06-06 17:39:36,2025-06-06 21:39:36,18,False,4.3
SHP-001400,BAT-001400,Bucharest,Romania,Reefer Truck,2025-06-09 15:12:00,2025-06-10 05:12:00,14.0,2025-06-09 15:12:00,2025-06-10 05:12:00,0,False,3.8
SHP-001401,BAT-001401,Berlin,Western Europe,Reefer Truck,2025-09-16 13:48:00,2025-09-18 03:48:00,38.0,2025-09-16 14:22:00,2025-09-18 04:22:00,34,False,3.9
SHP-001402,BAT-001402,Warsaw,Central Europe,Reefer Truck,2026-02-03 19:57:00,2026-02-04 23:57:00,28.0,2026-02-03 21:08:00,2026-02-05 01:08:00,71,False,3.5
SHP-001403,BAT-001403,Bucharest,Romania,Reefer Truck,2025-12-07 16:15:00,2025-12-08 06:15:00,14.0,2025-12-07 16:55:00,2025-12-08 06:55:00,40,False,4.4
SHP-001404,BAT-001404,Brașov,Romania,Reefer Truck,2026-02-16 20:04:12,2026-02-17 12:04:12,16.0,2026-02-16 20:45:12,2026-02-17 12:45:12,41,False,3.0
SHP-001405,BAT-001405,Warsaw,Central Europe,Reefer Truck,2025-10-31 16:56:24,2025-11-01 20:56:24,28.0,2025-10-31 16:56:24,2025-11-01 20:56:24,0,False,3.0
SHP-001406,BAT-001406,Chișinău Local,Domestic,Insulated Van,2025-07-18 21:40:12,2025-07-19 01:40:12,4.0,2025-07-18 21:40:12,2025-07-19 01:40:12,0,False,2.8
SHP-001407,BAT-001407,Bucharest,Romania,Reefer Truck,2026-02-17 21:46:48,2026-02-18 11:46:48,14.0,2026-02-17 21:53:48,2026-02-18 11:53:48,7,False,2.5
SHP-001408,BAT-001408,Prague,Central Europe,Reefer Truck,2026-02-09 21:54:36,2026-02-11 05:54:36,32.0,2026-02-09 22:09:36,2026-02-11 06:09:36,15,False,3.0
SHP-001409,BAT-001409,Iași,Romania,Insulated Van,2026-01-31 18:58:48,2026-02-01 02:58:48,8.0,2026-01-31 19:36:48,2026-02-01 03:36:48,38,False,2.5
SHP-001410,BAT-001410,Bălți Wholesale,Domestic,Reefer Truck,2025-06-30 17:53:24,2025-06-30 22:53:24,5.0,2025-06-30 18:42:24,2025-06-30 23:42:24,49,False,3.2
SHP-001411,BAT-001411,Brașov,Romania,Reefer Truck,2025-09-05 15:50:24,2025-09-06 07:50:24,16.0,2025-09-05 15:54:24,2025-09-06 07:54:24,4,False,3.4
SHP-001412,BAT-001412,Brașov,Romania,Reefer Truck,2026-02-08 18:20:24,2026-02-09 10:20:24,16.0,2026-02-08 18:27:24,2026-02-09 10:27:24,7,False,2.9
SHP-001413,BAT-001413,Bălți Wholesale,Domestic,Ambient Truck,2025-10-27 22:05:24,2025-10-28 03:05:24,5.0,2025-10-27 22:47:24,2025-10-28 03:47:24,42,False,18.0
SHP-001414,BAT-001414,Prague,Central Europe,Reefer Truck,2025-11-22 18:14:24,2025-11-24 02:14:24,32.0,2025-11-22 20:14:24,2025-11-24 09:03:24,409,False,2.6
SHP-001415,BAT-001415,Chișinău Local,Domestic,Insulated Van,2026-01-16 13:59:24,2026-01-16 17:59:24,4.0,2026-01-16 14:41:24,2026-01-16 18:41:24,42,False,4.3
SHP-001416,BAT-001416,Iași,Romania,Insulated Van,2025-12-18 17:49:48,2025-12-19 01:49:48,8.0,2025-12-18 17:49:48,2025-12-19 01:49:48,0,False,3.2
SHP-001417,BAT-001417,Bucharest,Romania,Reefer Truck,2025-12-25 17:02:24,2025-12-26 07:02:24,14.0,2025-12-25 17:02:24,2025-12-26 07:02:24,0,False,4.5
SHP-001418,BAT-001418,Prague,Central Europe,Reefer Truck,2026-01-06 19:21:36,2026-01-08 03:21:36,32.0,2026-01-06 19:38:36,2026-01-08 03:38:36,17,False,3.0
SHP-001419,BAT-001419,Warsaw,Central Europe,Reefer Truck,2025-11-05 20:04:48,2025-11-07 00:04:48,28.0,2025-11-05 20:43:48,2025-11-07 00:43:48,39,False,3.8
SHP-001420,BAT-001420,Berlin,Western Europe,Reefer Truck,2025-11-16 12:15:00,2025-11-18 02:15:00,38.0,2025-11-16 13:39:00,2025-11-18 03:39:00,84,False,3.8
SHP-001421,BAT-001421,Brașov,Romania,Reefer Truck,2025-12-04 11:45:00,2025-12-05 03:45:00,16.0,2025-12-04 12:10:00,2025-12-05 04:10:00,25,False,3.8
SHP-001422,BAT-001422,Berlin,Western Europe,Reefer Truck,2025-10-18 20:18:36,2025-10-20 10:18:36,38.0,2025-10-18 20:21:36,2025-10-20 10:21:36,3,False,3.9
SHP-001423,BAT-001423,Bălți Wholesale,Domestic,Ambient Truck,2025-12-31 13:39:00,2025-12-31 18:39:00,5.0,2025-12-31 13:39:00,2025-12-31 18:39:00,0,False,18.0
SHP-001424,BAT-001424,Chișinău Local,Domestic,Insulated Van,2025-10-05 18:29:24,2025-10-05 22:29:24,4.0,2025-10-05 20:29:24,2025-10-06 04:23:24,354,False,4.3
SHP-001425,BAT-001425,Iași,Romania,Reefer Truck,2025-08-21 14:51:36,2025-08-21 22:51:36,8.0,2025-08-21 16:15:36,2025-08-22 00:15:36,84,False,3.1
SHP-001426,BAT-001426,Prague,Central Europe,Reefer Truck,2025-12-19 16:57:00,2025-12-21 00:57:00,32.0,2025-12-19 17:31:00,2025-12-21 01:31:00,34,False,3.6
SHP-001427,BAT-001427,Brașov,Romania,Reefer Truck,2025-09-06 12:50:24,2025-09-07 04:50:24,16.0,2025-09-06 13:03:24,2025-09-07 05:03:24,13,False,3.8
SHP-001428,BAT-001428,Bucharest,Romania,Reefer Truck,2025-08-31 12:09:36,2025-09-01 02:09:36,14.0,2025-08-31 12:40:36,2025-09-01 02:40:36,31,False,3.3
SHP-001429,BAT-001429,Prague,Central Europe,Reefer Truck,2026-01-25 22:51:36,2026-01-27 06:51:36,32.0,2026-01-25 22:57:36,2026-01-27 06:57:36,6,False,3.1
SHP-001430,BAT-001430,Berlin,Western Europe,Reefer Truck,2025-12-24 14:42:36,2025-12-26 04:42:36,38.0,2025-12-24 14:42:36,2025-12-26 04:42:36,0,False,3.7
SHP-001431,BAT-001431,Bucharest,Romania,Reefer Truck,2026-02-03 16:05:24,2026-02-04 06:05:24,14.0,2026-02-03 16:25:24,2026-02-04 06:25:24,20,False,2.5
SHP-001432,BAT-001432,Brașov,Romania,Reefer Truck,2025-08-26 17:42:00,2025-08-27 09:42:00,16.0,2025-08-26 18:13:00,2025-08-27 10:13:00,31,False,4.0
SHP-001433,BAT-001433,Brașov,Romania,Reefer Truck,2025-10-10 20:46:48,2025-10-11 12:46:48,16.0,2025-10-10 21:08:48,2025-10-11 13:08:48,22,False,3.3
SHP-001434,BAT-001434,Bălți Wholesale,Domestic,Ambient Truck,2025-11-05 19:40:48,2025-11-06 00:40:48,5.0,2025-11-05 19:40:48,2025-11-06 00:40:48,0,False,16.1
SHP-001435,BAT-001435,Bălți Wholesale,Domestic,Reefer Truck,2025-06-01 15:58:48,2025-06-01 20:58:48,5.0,2025-06-01 17:54:48,2025-06-01 22:54:48,116,False,2.9
SHP-001436,BAT-001436,Chișinău Local,Domestic,Insulated Van,2025-08-09 16:18:36,2025-08-09 20:18:36,4.0,2025-08-09 18:18:36,2025-08-09 22:36:36,138,False,3.6
SHP-001437,BAT-001437,Brașov,Romania,Reefer Truck,2025-10-16 16:49:48,2025-10-17 08:49:48,16.0,2025-10-16 16:49:48,2025-10-17 08:49:48,0,False,4.5
SHP-001438,BAT-001438,Brașov,Romania,Reefer Truck,2025-11-12 11:13:48,2025-11-13 03:13:48,16.0,2025-11-12 11:28:48,2025-11-13 03:28:48,15,False,3.1
SHP-001439,BAT-001439,Warsaw,Central Europe,Reefer Truck,2026-01-13 11:55:48,2026-01-14 15:55:48,28.0,2026-01-13 13:55:48,2026-01-15 02:54:48,659,False,4.4
SHP-001440,BAT-001440,Brașov,Romania,Reefer Truck,2025-12-14 17:25:48,2025-12-15 09:25:48,16.0,2025-12-14 19:25:48,2025-12-15 12:52:48,207,False,3.9
SHP-001441,BAT-001441,Prague,Central Europe,Reefer Truck,2025-12-19 20:57:00,2025-12-21 04:57:00,32.0,2025-12-19 20:57:00,2025-12-21 04:57:00,0,False,3.1
SHP-001442,BAT-001442,Prague,Central Europe,Reefer Truck,2026-02-02 13:31:48,2026-02-03 21:31:48,32.0,2026-02-02 13:44:48,2026-02-03 21:44:48,13,False,2.6
SHP-001443,BAT-001443,Bucharest,Romania,Reefer Truck,2025-10-21 20:43:12,2025-10-22 10:43:12,14.0,2025-10-21 21:52:12,2025-10-22 11:52:12,69,False,4.1
SHP-001444,BAT-001444,Chișinău Local,Domestic,Insulated Van,2025-12-24 14:45:36,2025-12-24 18:45:36,4.0,2025-12-24 15:38:36,2025-12-24 19:38:36,53,False,4.1
SHP-001445,BAT-001445,Warsaw,Central Europe,Reefer Truck,2025-06-02 21:21:00,2025-06-04 01:21:00,28.0,2025-06-02 22:38:00,2025-06-04 02:38:00,77,False,3.5
SHP-001446,BAT-001446,Chișinău Local,Domestic,Reefer Truck,2025-06-28 10:36:36,2025-06-28 14:36:36,4.0,2025-06-28 10:57:36,2025-06-28 14:57:36,21,False,4.1
SHP-001447,BAT-001447,Berlin,Western Europe,Reefer Truck,2025-11-07 14:44:24,2025-11-09 04:44:24,38.0,2025-11-07 15:06:24,2025-11-09 05:06:24,22,False,4.1
SHP-001448,BAT-001448,Bucharest,Romania,Reefer Truck,2025-11-27 14:51:36,2025-11-28 04:51:36,14.0,2025-11-27 15:30:36,2025-11-28 05:30:36,39,False,2.9
SHP-001449,BAT-001449,Bucharest,Romania,Insulated Van,2025-09-21 11:24:00,2025-09-22 01:24:00,14.0,2025-09-21 11:24:00,2025-09-22 01:24:00,0,False,4.3
SHP-001450,BAT-001450,Chișinău Local,Domestic,Insulated Van,2026-01-04 14:48:36,2026-01-04 18:48:36,4.0,2026-01-04 14:55:36,2026-01-04 18:55:36,7,False,3.7
SHP-001451,BAT-001451,Prague,Central Europe,Reefer Truck,2025-12-27 18:19:48,2025-12-29 02:19:48,32.0,2025-12-27 19:04:48,2025-12-29 03:04:48,45,False,3.4
SHP-001452,BAT-001452,Prague,Central Europe,Reefer Truck,2025-12-31 21:20:24,2026-01-02 05:20:24,32.0,2025-12-31 22:06:24,2026-01-02 06:06:24,46,False,4.1
SHP-001453,BAT-001453,Chișinău Local,Domestic,Insulated Van,2025-12-14 19:14:24,2025-12-14 23:14:24,4.0,2025-12-14 19:23:24,2025-12-14 23:23:24,9,False,3.2
SHP-001454,BAT-001454,Brașov,Romania,Reefer Truck,2025-10-01 16:44:24,2025-10-02 08:44:24,16.0,2025-10-01 16:59:24,2025-10-02 08:59:24,15,False,4.0
SHP-001455,BAT-001455,Bucharest,Romania,Reefer Truck,2026-03-31 19:24:36,2026-04-01 09:24:36,14.0,2026-03-31 21:24:36,2026-04-01 11:34:36,130,False,3.6
SHP-001456,BAT-001456,Berlin,Western Europe,Reefer Truck,2025-09-12 18:30:00,2025-09-14 08:30:00,38.0,2025-09-12 18:47:00,2025-09-14 08:47:00,17,False,3.8
SHP-001457,BAT-001457,Warsaw,Central Europe,Reefer Truck,2025-08-08 13:37:12,2025-08-09 17:37:12,28.0,2025-08-08 14:00:12,2025-08-09 18:00:12,23,False,3.4
SHP-001458,BAT-001458,Chișinău Local,Domestic,Insulated Van,2025-08-27 18:02:24,2025-08-27 22:02:24,4.0,2025-08-27 18:07:24,2025-08-27 22:07:24,5,False,3.8
SHP-001459,BAT-001459,Brașov,Romania,Reefer Truck,2025-09-29 14:43:12,2025-09-30 06:43:12,16.0,2025-09-29 14:52:12,2025-09-30 06:52:12,9,False,4.0
SHP-001460,BAT-001460,Berlin,Western Europe,Reefer Truck,2025-11-29 14:53:24,2025-12-01 04:53:24,38.0,2025-11-29 14:54:24,2025-12-01 04:54:24,1,False,3.7
SHP-001461,BAT-001461,Bucharest,Romania,Reefer Truck,2026-03-02 15:40:12,2026-03-03 05:40:12,14.0,2026-03-02 17:40:12,2026-03-03 17:37:12,717,False,3.8
SHP-001462,BAT-001462,Bucharest,Romania,Reefer Truck,2025-10-19 18:43:48,2025-10-20 08:43:48,14.0,2025-10-19 19:06:48,2025-10-20 09:06:48,23,False,3.7
SHP-001463,BAT-001463,Warsaw,Central Europe,Reefer Truck,2025-12-24 17:00:36,2025-12-25 21:00:36,28.0,2025-12-24 17:00:36,2025-12-25 21:00:36,0,True,23.0
SHP-001464,BAT-001464,Iași,Romania,Reefer Truck,2025-07-13 16:43:48,2025-07-14 00:43:48,8.0,2025-07-13 16:54:48,2025-07-14 00:54:48,11,False,3.0
SHP-001465,BAT-001465,Prague,Central Europe,Reefer Truck,2025-11-30 14:07:12,2025-12-01 22:07:12,32.0,2025-11-30 14:07:12,2025-12-01 22:07:12,0,False,3.1
SHP-001466,BAT-001466,Iași,Romania,Insulated Van,2025-09-24 16:04:12,2025-09-25 00:04:12,8.0,2025-09-24 16:18:12,2025-09-25 00:18:12,14,False,3.1
SHP-001467,BAT-001467,Brașov,Romania,Reefer Truck,2025-11-03 12:15:00,2025-11-04 04:15:00,16.0,2025-11-03 12:15:00,2025-11-04 04:15:00,0,False,4.0
SHP-001468,BAT-001468,Bălți Wholesale,Domestic,Ambient Truck,2025-12-16 20:57:36,2025-12-17 01:57:36,5.0,2025-12-16 20:57:36,2025-12-17 01:57:36,0,False,15.6
SHP-001469,BAT-001469,Berlin,Western Europe,Reefer Truck,2025-08-20 16:41:24,2025-08-22 06:41:24,38.0,2025-08-20 16:41:24,2025-08-22 06:41:24,0,True,21.5
SHP-001470,BAT-001470,Warsaw,Central Europe,Reefer Truck,2025-09-05 11:53:24,2025-09-06 15:53:24,28.0,2025-09-05 12:08:24,2025-09-06 16:08:24,15,False,2.7
SHP-001471,BAT-001471,Prague,Central Europe,Reefer Truck,2025-12-29 21:15:00,2025-12-31 05:15:00,32.0,2025-12-29 21:39:00,2025-12-31 05:39:00,24,False,2.5
SHP-001472,BAT-001472,Chișinău Local,Domestic,Insulated Van,2025-09-03 15:48:36,2025-09-03 19:48:36,4.0,2025-09-03 15:48:36,2025-09-03 19:48:36,0,False,3.2
SHP-001473,BAT-001473,Bălți Wholesale,Domestic,Reefer Truck,2025-08-16 12:46:12,2025-08-16 17:46:12,5.0,2025-08-16 12:56:12,2025-08-16 17:56:12,10,True,25.8
SHP-001474,BAT-001474,Bălți Wholesale,Domestic,Ambient Truck,2025-11-28 21:36:00,2025-11-29 02:36:00,5.0,2025-11-28 23:36:00,2025-11-29 04:40:00,124,False,18.0
SHP-001475,BAT-001475,Chișinău Local,Domestic,Insulated Van,2025-09-15 14:15:00,2025-09-15 18:15:00,4.0,2025-09-15 16:15:00,2025-09-16 02:41:00,506,False,3.3
SHP-001476,BAT-001476,Warsaw,Central Europe,Reefer Truck,2026-01-27 19:05:24,2026-01-28 23:05:24,28.0,2026-01-27 20:18:24,2026-01-29 00:18:24,73,False,2.5
SHP-001477,BAT-001477,Bucharest,Romania,Reefer Truck,2025-12-01 14:48:00,2025-12-02 04:48:00,14.0,2025-12-01 15:00:00,2025-12-02 05:00:00,12,False,2.6
SHP-001478,BAT-001478,Berlin,Western Europe,Reefer Truck,2026-01-22 17:33:00,2026-01-24 07:33:00,38.0,2026-01-22 17:33:00,2026-01-24 07:33:00,0,False,4.1
SHP-001479,BAT-001479,Berlin,Western Europe,Reefer Truck,2026-02-28 17:53:24,2026-03-02 07:53:24,38.0,2026-02-28 19:48:24,2026-03-02 09:48:24,115,False,4.1
SHP-001480,BAT-001480,Chișinău Local,Domestic,Insulated Van,2025-11-30 18:12:00,2025-11-30 22:12:00,4.0,2025-11-30 18:37:00,2025-11-30 22:37:00,25,False,2.8
SHP-001481,BAT-001481,Berlin,Western Europe,Reefer Truck,2025-10-13 22:28:12,2025-10-15 12:28:12,38.0,2025-10-13 22:54:12,2025-10-15 12:54:12,26,False,4.0
SHP-001482,BAT-001482,Berlin,Western Europe,Reefer Truck,2025-09-02 17:49:12,2025-09-04 07:49:12,38.0,2025-09-02 17:52:12,2025-09-04 07:52:12,3,False,3.4
SHP-001483,BAT-001483,Prague,Central Europe,Reefer Truck,2025-10-21 16:03:36,2025-10-23 00:03:36,32.0,2025-10-21 16:11:36,2025-10-23 00:11:36,8,False,4.4
SHP-001484,BAT-001484,Brașov,Romania,Reefer Truck,2025-10-17 13:00:36,2025-10-18 05:00:36,16.0,2025-10-17 13:00:36,2025-10-18 05:00:36,0,False,3.3
SHP-001485,BAT-001485,Warsaw,Central Europe,Reefer Truck,2025-11-26 20:54:00,2025-11-28 00:54:00,28.0,2025-11-26 21:24:00,2025-11-28 01:24:00,30,False,2.5
SHP-001486,BAT-001486,Bălți Wholesale,Domestic,Reefer Truck,2025-06-25 20:33:36,2025-06-26 01:33:36,5.0,2025-06-25 20:47:36,2025-06-26 01:47:36,14,False,3.2
SHP-001487,BAT-001487,Brașov,Romania,Reefer Truck,2025-10-17 17:40:48,2025-10-18 09:40:48,16.0,2025-10-17 18:05:48,2025-10-18 10:05:48,25,False,3.4
SHP-001488,BAT-001488,Chișinău Local,Domestic,Insulated Van,2025-07-18 20:35:24,2025-07-19 00:35:24,4.0,2025-07-18 22:04:24,2025-07-19 02:04:24,89,False,3.9
SHP-001489,BAT-001489,Bucharest,Romania,Reefer Truck,2025-08-26 14:33:00,2025-08-27 04:33:00,14.0,2025-08-26 16:33:00,2025-08-27 06:33:00,120,False,3.0
SHP-001490,BAT-001490,Bălți Wholesale,Domestic,Ambient Truck,2025-07-22 21:49:12,2025-07-23 02:49:12,5.0,2025-07-22 22:09:12,2025-07-23 03:09:12,20,True,25.5
SHP-001491,BAT-001491,Brașov,Romania,Reefer Truck,2026-01-21 17:40:12,2026-01-22 09:40:12,16.0,2026-01-21 18:13:12,2026-01-22 10:13:12,33,False,2.9
SHP-001492,BAT-001492,Brașov,Romania,Reefer Truck,2025-10-13 17:54:00,2025-10-14 09:54:00,16.0,2025-10-13 17:54:00,2025-10-14 09:54:00,0,False,2.9
SHP-001493,BAT-001493,Chișinău Local,Domestic,Insulated Van,2025-08-01 15:07:48,2025-08-01 19:07:48,4.0,2025-08-01 15:30:48,2025-08-01 19:30:48,23,False,3.6
SHP-001494,BAT-001494,Iași,Romania,Insulated Van,2025-12-05 20:35:24,2025-12-06 04:35:24,8.0,2025-12-05 21:50:24,2025-12-06 05:50:24,75,False,2.6
SHP-001495,BAT-001495,Bălți Wholesale,Domestic,Ambient Truck,2025-12-13 15:28:12,2025-12-13 20:28:12,5.0,2025-12-13 15:59:12,2025-12-13 20:59:12,31,False,18.0
SHP-001496,BAT-001496,Bălți Wholesale,Domestic,Ambient Truck,2025-12-26 14:48:36,2025-12-26 19:48:36,5.0,2025-12-26 16:48:36,2025-12-27 01:03:36,315,False,17.1
SHP-001497,BAT-001497,Chișinău Local,Domestic,Insulated Van,2025-11-06 19:34:12,2025-11-06 23:34:12,4.0,2025-11-06 19:57:12,2025-11-06 23:57:12,23,False,2.5
